datetime,DNI,Temperatura,Viento,Humedad,COLCA_SOLAR
2023-01-01 00:00:00,0.0,6.32,1.08,7.78,0.0
2023-01-01 01:00:00,0.0,6.03,1.15,7.7,0.0
2023-01-01 02:00:00,0.0,6.03,1.02,7.52,0.0
2023-01-01 03:00:00,0.0,6.07,0.97,7.33,0.0
2023-01-01 04:00:00,0.0,5.76,0.65,7.22,0.0
2023-01-01 05:00:00,0.0,5.35,0.13,7.05,0.0
2023-01-01 06:00:00,0.0,5.41,0.7,6.82,0.01625
2023-01-01 07:00:00,0.0,6.45,1.17,6.72,0.107
2023-01-01 08:00:00,0.73,8.23,1.1,6.81,0.21375
2023-01-01 09:00:00,1.75,9.69,0.82,6.73,0.3695
2023-01-01 10:00:00,23.81,11.87,1.45,6.76,0.4625
2023-01-01 11:00:00,27.05,14.01,3.2,6.89,0.58275
2023-01-01 12:00:00,27.82,15.18,5.01,7.19,0.7827500000000001
2023-01-01 13:00:00,52.83,14.96,5.79,7.52,0.73775
2023-01-01 14:00:00,77.94,13.61,5.46,7.71,0.75275
2023-01-01 15:00:00,166.13,11.93,4.49,7.75,0.5265
2023-01-01 16:00:00,109.48,10.51,3.63,7.71,0.35525
2023-01-01 17:00:00,60.21,9.28,2.82,7.75,0.0595
2023-01-01 18:00:00,0.0,8.43,1.96,7.79,0.01625
2023-01-01 19:00:00,0.0,8.27,1.39,7.74,0.0
2023-01-01 20:00:00,0.0,8.17,1.25,7.72,0.0
2023-01-01 21:00:00,0.0,7.7,0.96,7.75,0.0
2023-01-01 22:00:00,0.0,7.48,0.99,7.72,0.0
2023-01-01 23:00:00,0.0,7.11,0.95,7.68,0.0
2023-01-02 00:00:00,0.0,6.66,1.05,7.63,0.0
2023-01-02 01:00:00,0.0,6.45,1.06,7.6,0.0
2023-01-02 02:00:00,0.0,6.45,0.99,7.56,0.0
2023-01-02 03:00:00,0.0,6.51,0.88,7.52,0.0
2023-01-02 04:00:00,0.0,6.38,0.78,7.46,0.0
2023-01-02 05:00:00,0.0,6.48,0.62,7.37,0.0
2023-01-02 06:00:00,109.86,7.91,0.65,7.26,0.025750000000000002
2023-01-02 07:00:00,384.12,11.47,1.92,6.84,0.095
2023-01-02 08:00:00,577.2,14.15,3.14,6.69,0.41300000000000003
2023-01-02 09:00:00,688.47,15.96,4.18,6.76,0.878
2023-01-02 10:00:00,513.34,16.96,5.01,7.0,1.039
2023-01-02 11:00:00,578.37,16.78,5.4,7.4,1.1412499999999999
2023-01-02 12:00:00,850.99,16.18,5.39,7.75,1.20075
2023-01-02 13:00:00,1104.28,15.29,5.44,7.96,0.7135
2023-01-02 14:00:00,270.67,13.76,5.31,8.1,0.2045
2023-01-02 15:00:00,0.0,12.05,4.63,8.13,0.16375
2023-01-02 16:00:00,3.37,10.41,3.51,8.0,0.239
2023-01-02 17:00:00,0.0,9.05,2.62,7.87,0.1585
2023-01-02 18:00:00,0.0,7.92,1.87,7.77,0.013250000000000001
2023-01-02 19:00:00,0.0,7.56,1.04,7.64,0.0
2023-01-02 20:00:00,0.0,7.26,0.97,7.35,0.0
2023-01-02 21:00:00,0.0,7.29,0.98,7.2,0.0
2023-01-02 22:00:00,0.0,7.18,1.15,7.21,0.0
2023-01-02 23:00:00,0.0,7.22,1.22,7.22,0.0
2023-01-03 00:00:00,0.0,7.48,0.81,7.18,0.0
2023-01-03 01:00:00,0.0,7.22,0.62,7.13,0.0
2023-01-03 02:00:00,0.0,7.01,0.63,7.07,0.0
2023-01-03 03:00:00,0.0,6.89,0.66,7.01,0.0
2023-01-03 04:00:00,0.0,6.92,0.81,6.97,0.0
2023-01-03 05:00:00,0.0,6.76,1.0,6.92,0.0
2023-01-03 06:00:00,72.83,8.24,1.27,6.9,0.04425
2023-01-03 07:00:00,198.12,11.8,0.58,7.38,0.11375
2023-01-03 08:00:00,273.28,14.64,2.5,7.76,0.406
2023-01-03 09:00:00,180.82,16.02,3.8,7.9,0.67125
2023-01-03 10:00:00,362.05,16.6,4.55,8.1,1.105
2023-01-03 11:00:00,376.05,16.19,5.06,8.35,1.22625
2023-01-03 12:00:00,229.15,14.93,5.18,8.66,0.9055
2023-01-03 13:00:00,131.36,13.81,4.88,8.85,0.31975
2023-01-03 14:00:00,81.4,12.79,4.54,8.91,0.176
2023-01-03 15:00:00,19.4,11.71,4.07,8.87,0.179
2023-01-03 16:00:00,23.2,10.36,3.32,8.78,0.09974999999999999
2023-01-03 17:00:00,12.93,8.59,2.12,8.54,0.02475
2023-01-03 18:00:00,0.0,7.35,1.26,8.21,0.0025
2023-01-03 19:00:00,0.0,6.8,0.85,7.82,0.0
2023-01-03 20:00:00,0.0,6.66,1.07,7.47,0.0
2023-01-03 21:00:00,0.0,6.86,0.84,7.32,0.0
2023-01-03 22:00:00,0.0,7.2,0.65,7.33,0.0
2023-01-03 23:00:00,0.0,7.35,0.49,7.36,0.0
2023-01-04 00:00:00,0.0,7.43,0.25,7.34,0.0
2023-01-04 01:00:00,0.0,7.38,0.51,7.38,0.0
2023-01-04 02:00:00,0.0,7.09,0.63,7.47,0.0
2023-01-04 03:00:00,0.0,6.86,0.57,7.54,0.0
2023-01-04 04:00:00,0.0,6.76,0.54,7.56,0.0
2023-01-04 05:00:00,0.0,6.57,0.49,7.59,0.0
2023-01-04 06:00:00,0.0,7.6,0.72,7.53,0.01175
2023-01-04 07:00:00,0.81,10.91,2.46,7.35,0.08325
2023-01-04 08:00:00,1.26,13.91,3.96,7.31,0.14475
2023-01-04 09:00:00,1.21,15.79,5.18,7.46,0.1065
2023-01-04 10:00:00,19.03,16.37,5.96,7.75,0.109
2023-01-04 11:00:00,18.64,16.06,6.29,8.01,0.19125
2023-01-04 12:00:00,9.57,15.32,6.31,8.21,0.3225
2023-01-04 13:00:00,15.68,14.02,6.06,8.35,0.30174999999999996
2023-01-04 14:00:00,16.99,12.25,5.71,8.41,0.1505
2023-01-04 15:00:00,25.4,10.47,4.99,8.35,0.122
2023-01-04 16:00:00,14.23,9.0,4.0,8.17,0.12975
2023-01-04 17:00:00,2.58,8.36,3.36,8.0,0.02625
2023-01-04 18:00:00,0.0,7.54,2.41,7.93,0.009250000000000001
2023-01-04 19:00:00,0.0,7.26,0.9,7.84,0.0
2023-01-04 20:00:00,0.0,7.21,0.54,7.69,0.0
2023-01-04 21:00:00,0.0,7.11,1.35,7.57,0.0
2023-01-04 22:00:00,0.0,7.03,1.54,7.53,0.0
2023-01-04 23:00:00,0.0,6.99,1.61,7.51,0.0
2023-01-05 00:00:00,0.0,7.23,1.61,7.47,0.0
2023-01-05 01:00:00,0.0,7.6,1.4,7.42,0.0
2023-01-05 02:00:00,0.0,7.74,1.3,7.33,0.0
2023-01-05 03:00:00,0.0,7.81,1.17,7.23,0.0
2023-01-05 04:00:00,0.0,7.82,0.96,7.23,0.0
2023-01-05 05:00:00,0.0,7.79,0.8,7.25,0.0
2023-01-05 06:00:00,21.99,8.59,0.75,7.27,0.015
2023-01-05 07:00:00,45.99,11.04,0.69,7.54,0.1075
2023-01-05 08:00:00,68.71,13.39,2.01,7.81,0.308
2023-01-05 09:00:00,62.8,15.1,2.98,7.8,0.484
2023-01-05 10:00:00,83.74,16.35,4.06,7.88,0.629
2023-01-05 11:00:00,73.65,16.68,4.91,8.11,0.8887499999999999
2023-01-05 12:00:00,74.02,15.21,5.08,8.37,0.8875
2023-01-05 13:00:00,79.93,13.69,4.75,8.33,1.12275
2023-01-05 14:00:00,38.48,12.38,4.04,8.2,0.9944999999999999
2023-01-05 15:00:00,124.13,11.38,3.43,8.01,0.61575
2023-01-05 16:00:00,78.17,10.39,2.71,7.87,0.397
2023-01-05 17:00:00,40.99,9.69,2.35,7.79,0.21775
2023-01-05 18:00:00,3.29,8.89,1.73,7.78,0.02475
2023-01-05 19:00:00,0.0,8.17,0.81,7.86,0.0
2023-01-05 20:00:00,0.0,7.82,0.64,7.77,0.0
2023-01-05 21:00:00,0.0,7.51,0.65,7.62,0.0
2023-01-05 22:00:00,0.0,7.5,0.6,7.46,0.0
2023-01-05 23:00:00,0.0,7.82,0.47,7.3,0.0
2023-01-06 00:00:00,0.0,7.76,0.35,7.14,0.0
2023-01-06 01:00:00,0.0,7.66,0.57,7.01,0.0
2023-01-06 02:00:00,0.0,7.23,0.95,6.94,0.0
2023-01-06 03:00:00,0.0,6.79,1.19,6.92,0.0
2023-01-06 04:00:00,0.0,6.44,1.09,6.96,0.0
2023-01-06 05:00:00,0.0,6.34,0.68,7.0,0.0
2023-01-06 06:00:00,14.34,7.1,0.25,7.0,0.030000000000000002
2023-01-06 07:00:00,30.09,8.29,0.27,7.07,0.1905
2023-01-06 08:00:00,31.38,9.75,1.56,6.9,0.2905
2023-01-06 09:00:00,125.2,11.6,2.29,6.53,0.47475
2023-01-06 10:00:00,152.08,12.54,2.64,6.48,1.0362500000000001
2023-01-06 11:00:00,379.29,12.61,2.48,6.7,0.983
2023-01-06 12:00:00,481.85,12.63,2.18,6.93,1.17025
2023-01-06 13:00:00,570.95,13.05,2.5,7.09,0.69825
2023-01-06 14:00:00,626.3,13.32,3.2,7.31,0.7035
2023-01-06 15:00:00,493.2,12.9,3.62,7.62,0.529
2023-01-06 16:00:00,357.25,11.63,3.24,7.91,0.224
2023-01-06 17:00:00,130.52,10.17,2.31,8.1,0.09375
2023-01-06 18:00:00,14.37,8.68,1.27,8.26,0.013
2023-01-06 19:00:00,0.0,7.73,0.45,8.39,0.0
2023-01-06 20:00:00,0.0,7.68,1.31,8.25,0.0
2023-01-06 21:00:00,0.0,7.9,1.2,7.99,0.0
2023-01-06 22:00:00,0.0,7.84,1.07,7.8,0.0
2023-01-06 23:00:00,0.0,7.64,1.1,7.65,0.0
2023-01-07 00:00:00,0.0,7.57,1.03,7.5,0.0
2023-01-07 01:00:00,0.0,7.4,0.91,7.38,0.0
2023-01-07 02:00:00,0.0,7.24,0.92,7.28,0.0
2023-01-07 03:00:00,0.0,7.26,1.0,7.19,0.0
2023-01-07 04:00:00,0.0,7.08,1.11,7.09,0.0
2023-01-07 05:00:00,0.0,7.0,1.27,6.98,0.0
2023-01-07 06:00:00,15.24,8.37,1.67,7.11,0.0335
2023-01-07 07:00:00,79.19,11.53,0.66,7.37,0.13874999999999998
2023-01-07 08:00:00,158.78,14.35,1.61,7.51,0.3125
2023-01-07 09:00:00,335.2,16.06,2.75,7.57,0.63825
2023-01-07 10:00:00,377.52,16.8,3.6,7.84,1.00675
2023-01-07 11:00:00,465.46,16.64,4.03,8.17,1.219
2023-01-07 12:00:00,464.01,16.0,4.07,8.47,1.204
2023-01-07 13:00:00,358.48,14.96,3.78,8.71,0.8452500000000001
2023-01-07 14:00:00,269.62,13.68,3.32,8.83,0.295
2023-01-07 15:00:00,95.55,12.57,2.7,8.82,0.12075
2023-01-07 16:00:00,61.5,11.57,2.04,8.76,0.10625
2023-01-07 17:00:00,53.05,10.5,1.34,8.71,0.111
2023-01-07 18:00:00,0.0,9.39,0.65,8.78,0.01575
2023-01-07 19:00:00,0.0,8.87,0.02,8.88,0.0
2023-01-07 20:00:00,0.0,8.7,0.17,8.93,0.0
2023-01-07 21:00:00,0.0,8.31,0.17,9.01,0.0
2023-01-07 22:00:00,0.0,7.85,0.39,9.07,0.0
2023-01-07 23:00:00,0.0,7.61,0.77,9.03,0.0
2023-01-08 00:00:00,0.0,7.5,1.08,8.94,0.0
2023-01-08 01:00:00,0.0,7.2,1.1,8.81,0.0
2023-01-08 02:00:00,0.0,7.13,1.41,8.66,0.0
2023-01-08 03:00:00,0.0,6.75,1.89,8.44,0.0
2023-01-08 04:00:00,0.0,6.37,2.18,8.14,0.0
2023-01-08 05:00:00,0.0,6.38,2.26,7.87,0.0
2023-01-08 06:00:00,52.91,7.36,2.3,7.68,0.021249999999999998
2023-01-08 07:00:00,201.41,9.6,2.15,7.47,0.09
2023-01-08 08:00:00,349.81,11.94,1.03,7.4,0.37150000000000005
2023-01-08 09:00:00,440.73,14.42,0.24,7.27,0.81875
2023-01-08 10:00:00,532.71,16.4,1.75,7.18,1.0579999999999998
2023-01-08 11:00:00,705.7,17.51,2.97,7.3,1.14225
2023-01-08 12:00:00,718.32,17.74,3.89,7.51,1.2422499999999999
2023-01-08 13:00:00,719.63,17.1,4.54,7.85,1.101
2023-01-08 14:00:00,787.25,15.8,4.62,8.25,1.08975
2023-01-08 15:00:00,656.17,14.19,4.27,8.57,0.881
2023-01-08 16:00:00,522.98,12.46,3.7,8.81,0.30025
2023-01-08 17:00:00,278.66,10.77,2.99,8.96,0.17375
2023-01-08 18:00:00,30.86,9.27,2.16,9.07,0.0345
2023-01-08 19:00:00,0.0,8.83,1.63,9.05,0.0
2023-01-08 20:00:00,0.0,8.72,1.04,9.0,0.0
2023-01-08 21:00:00,0.0,8.58,0.37,8.98,0.0
2023-01-08 22:00:00,0.0,8.57,0.24,8.83,0.0
2023-01-08 23:00:00,0.0,8.44,0.39,8.52,0.0
2023-01-09 00:00:00,0.0,8.01,0.7,8.2,0.0
2023-01-09 01:00:00,0.0,7.98,0.67,7.95,0.0
2023-01-09 02:00:00,0.0,7.86,0.61,7.77,0.0
2023-01-09 03:00:00,0.0,7.65,0.56,7.63,0.0
2023-01-09 04:00:00,0.0,7.43,0.57,7.49,0.0
2023-01-09 05:00:00,0.0,7.24,0.68,7.31,0.0
2023-01-09 06:00:00,35.75,8.48,0.73,7.15,0.03575
2023-01-09 07:00:00,61.51,11.18,0.71,7.13,0.11125
2023-01-09 08:00:00,99.02,13.8,2.24,7.2,0.27125
2023-01-09 09:00:00,190.07,15.63,3.3,7.37,0.49125
2023-01-09 10:00:00,313.11,16.55,3.89,7.57,0.72275
2023-01-09 11:00:00,369.97,16.92,4.08,7.72,1.20675
2023-01-09 12:00:00,504.15,16.85,4.13,7.78,1.256
2023-01-09 13:00:00,565.42,16.59,4.18,7.81,1.004
2023-01-09 14:00:00,646.15,15.6,4.1,7.86,0.794
2023-01-09 15:00:00,600.51,14.03,3.69,7.95,0.60925
2023-01-09 16:00:00,400.63,12.73,2.99,8.01,0.46125
2023-01-09 17:00:00,243.98,11.48,2.28,8.09,0.15975
2023-01-09 18:00:00,26.99,10.3,1.46,8.21,0.04175
2023-01-09 19:00:00,0.0,9.75,0.78,8.3,0.0
2023-01-09 20:00:00,0.0,9.25,0.56,8.38,0.0
2023-01-09 21:00:00,0.0,8.58,0.12,8.5,0.0
2023-01-09 22:00:00,0.0,8.27,0.36,8.53,0.0
2023-01-09 23:00:00,0.0,8.01,0.49,8.5,0.0
2023-01-10 00:00:00,0.0,7.73,0.46,8.49,0.0
2023-01-10 01:00:00,0.0,7.48,0.56,8.48,0.0
2023-01-10 02:00:00,0.0,7.1,0.79,8.44,0.0
2023-01-10 03:00:00,0.0,6.81,0.99,8.36,0.0
2023-01-10 04:00:00,0.0,6.82,1.45,8.25,0.0
2023-01-10 05:00:00,0.0,6.47,1.41,8.1,0.0
2023-01-10 06:00:00,20.72,7.89,1.83,7.92,0.02225
2023-01-10 07:00:00,101.83,11.7,0.86,7.21,0.15125
2023-01-10 08:00:00,266.95,14.72,1.62,6.87,0.22375
2023-01-10 09:00:00,433.87,16.75,2.74,6.85,0.3495
2023-01-10 10:00:00,574.62,18.01,3.66,7.01,0.6335
2023-01-10 11:00:00,548.77,18.44,4.36,7.26,0.6737500000000001
2023-01-10 12:00:00,533.1,17.93,4.79,7.54,1.21375
2023-01-10 13:00:00,573.26,16.57,4.69,7.84,1.22725
2023-01-10 14:00:00,571.91,14.76,4.16,8.03,0.6855
2023-01-10 15:00:00,411.77,13.26,3.37,8.13,0.40525
2023-01-10 16:00:00,401.56,11.96,2.4,8.19,0.3325
2023-01-10 17:00:00,243.81,10.77,1.47,8.27,0.16375
2023-01-10 18:00:00,9.67,9.69,0.85,8.41,0.048
2023-01-10 19:00:00,0.0,9.17,0.55,8.54,0.0
2023-01-10 20:00:00,0.0,8.9,0.36,8.59,0.0
2023-01-10 21:00:00,0.0,8.4,0.24,8.68,0.0
2023-01-10 22:00:00,0.0,8.12,0.6,8.72,0.0
2023-01-10 23:00:00,0.0,7.95,0.87,8.69,0.0
2023-01-11 00:00:00,0.0,7.78,1.05,8.66,0.0
2023-01-11 01:00:00,0.0,7.57,1.23,8.62,0.0
2023-01-11 02:00:00,0.0,7.36,1.36,8.6,0.0
2023-01-11 03:00:00,0.0,7.3,1.41,8.54,0.0
2023-01-11 04:00:00,0.0,7.19,1.04,8.48,0.0
2023-01-11 05:00:00,0.0,7.14,1.13,8.46,0.0
2023-01-11 06:00:00,116.55,8.08,1.49,8.36,0.0225
2023-01-11 07:00:00,311.73,11.39,0.81,7.72,0.12
2023-01-11 08:00:00,396.96,14.5,1.41,7.22,0.42525
2023-01-11 09:00:00,423.14,16.32,2.46,7.2,0.82575
2023-01-11 10:00:00,546.46,16.82,3.0,7.45,1.073
2023-01-11 11:00:00,402.15,16.2,3.08,7.8,1.16375
2023-01-11 12:00:00,447.95,15.35,2.78,8.01,0.9450000000000001
2023-01-11 13:00:00,504.03,14.38,2.49,8.14,0.86925
2023-01-11 14:00:00,360.86,13.6,2.47,8.21,0.488
2023-01-11 15:00:00,266.16,12.72,2.45,8.29,0.5175
2023-01-11 16:00:00,262.55,11.78,2.12,8.32,0.36474999999999996
2023-01-11 17:00:00,82.19,10.84,1.68,8.33,0.09475
2023-01-11 18:00:00,8.37,9.76,1.35,8.43,0.0005
2023-01-11 19:00:00,0.0,8.77,1.04,8.57,0.0
2023-01-11 20:00:00,0.0,8.29,0.63,8.64,0.0
2023-01-11 21:00:00,0.0,7.91,0.4,8.66,0.0
2023-01-11 22:00:00,0.0,7.67,0.38,8.64,0.0
2023-01-11 23:00:00,0.0,7.7,1.06,8.57,0.0
2023-01-12 00:00:00,0.0,7.73,1.28,8.46,0.0
2023-01-12 01:00:00,0.0,7.98,1.16,8.43,0.0
2023-01-12 02:00:00,0.0,7.72,1.2,8.5,0.0
2023-01-12 03:00:00,0.0,7.45,1.55,8.53,0.0
2023-01-12 04:00:00,0.0,7.38,1.79,8.5,0.0
2023-01-12 05:00:00,0.0,7.44,1.95,8.43,0.0
2023-01-12 06:00:00,88.11,8.36,2.25,8.32,0.023
2023-01-12 07:00:00,191.27,10.79,2.48,7.73,0.129
2023-01-12 08:00:00,253.67,13.43,1.8,6.89,0.2995
2023-01-12 09:00:00,391.42,15.26,1.71,6.48,0.5295
2023-01-12 10:00:00,482.57,16.54,1.99,6.28,0.81375
2023-01-12 11:00:00,452.9,17.36,2.3,6.19,1.27525
2023-01-12 12:00:00,547.15,17.74,2.52,6.23,1.0722500000000001
2023-01-12 13:00:00,642.52,17.65,2.76,6.35,0.8055
2023-01-12 14:00:00,614.77,17.18,2.97,6.49,0.6685
2023-01-12 15:00:00,525.66,16.47,3.16,6.7,0.6395
2023-01-12 16:00:00,515.66,15.15,3.16,6.98,0.62425
2023-01-12 17:00:00,260.6,13.18,2.73,7.28,0.22075
2023-01-12 18:00:00,19.9,10.57,2.03,7.87,0.07725
2023-01-12 19:00:00,0.0,9.23,1.04,8.07,0.0
2023-01-12 20:00:00,0.0,8.81,0.78,8.03,0.0
2023-01-12 21:00:00,0.0,8.57,0.92,8.02,0.0
2023-01-12 22:00:00,0.0,8.65,0.86,7.91,0.0
2023-01-12 23:00:00,0.0,8.58,0.63,7.84,0.0
2023-01-13 00:00:00,0.0,8.17,0.82,7.8,0.0
2023-01-13 01:00:00,0.0,8.01,0.99,7.7,0.0
2023-01-13 02:00:00,0.0,7.89,1.0,7.61,0.0
2023-01-13 03:00:00,0.0,7.47,1.14,7.55,0.0
2023-01-13 04:00:00,0.0,7.04,1.37,7.49,0.0
2023-01-13 05:00:00,0.0,6.56,1.57,7.42,0.0
2023-01-13 06:00:00,137.89,8.29,1.78,7.33,0.01525
2023-01-13 07:00:00,460.68,12.65,0.71,6.73,0.0665
2023-01-13 08:00:00,493.84,16.2,2.31,6.01,0.35850000000000004
2023-01-13 09:00:00,663.64,18.42,3.63,5.85,0.871
2023-01-13 10:00:00,742.49,19.86,4.82,6.05,1.09525
2023-01-13 11:00:00,589.86,20.53,5.82,6.5,1.19325
2023-01-13 12:00:00,623.14,20.4,6.49,7.07,1.178
2023-01-13 13:00:00,467.65,18.93,6.62,7.69,0.34075
2023-01-13 14:00:00,597.32,16.81,6.3,8.18,0.1845
2023-01-13 15:00:00,467.35,14.76,5.58,8.44,0.2455
2023-01-13 16:00:00,423.75,13.01,4.46,8.58,0.093
2023-01-13 17:00:00,268.99,11.4,3.2,8.64,0.02975
2023-01-13 18:00:00,13.31,10.08,1.94,8.73,0.018
2023-01-13 19:00:00,0.0,9.54,0.95,8.8,0.0
2023-01-13 20:00:00,0.0,9.29,0.86,8.85,0.0
2023-01-13 21:00:00,0.0,8.86,0.76,8.95,0.0
2023-01-13 22:00:00,0.0,8.66,0.53,8.92,0.0
2023-01-13 23:00:00,0.0,8.39,0.37,8.86,0.0
2023-01-14 00:00:00,0.0,8.05,0.45,8.84,0.0
2023-01-14 01:00:00,0.0,7.86,0.58,8.83,0.0
2023-01-14 02:00:00,0.0,7.67,0.63,8.81,0.0
2023-01-14 03:00:00,0.0,7.43,0.6,8.8,0.0
2023-01-14 04:00:00,0.0,7.23,0.64,8.78,0.0
2023-01-14 05:00:00,0.0,7.15,0.65,8.74,0.0
2023-01-14 06:00:00,184.11,8.48,0.66,8.68,0.0145
2023-01-14 07:00:00,429.7,11.88,2.75,8.15,0.06975
2023-01-14 08:00:00,510.59,14.2,4.32,7.6,0.348
2023-01-14 09:00:00,690.35,15.56,4.8,7.49,0.8654999999999999
2023-01-14 10:00:00,881.0,16.34,5.1,7.55,1.1004999999999998
2023-01-14 11:00:00,544.11,16.5,5.36,7.65,1.16075
2023-01-14 12:00:00,427.48,16.28,5.59,7.87,1.13775
2023-01-14 13:00:00,320.68,15.09,5.38,8.08,1.0554999999999999
2023-01-14 14:00:00,803.68,13.37,4.67,8.1,0.8280000000000001
2023-01-14 15:00:00,111.93,11.26,3.57,8.01,0.50525
2023-01-14 16:00:00,74.17,9.58,2.27,7.93,0.453
2023-01-14 17:00:00,27.61,8.69,0.81,7.75,0.1675
2023-01-14 18:00:00,3.77,8.31,0.65,7.68,0.027
2023-01-14 19:00:00,0.0,8.13,1.52,7.67,0.0
2023-01-14 20:00:00,0.0,8.09,1.78,7.61,0.0
2023-01-14 21:00:00,0.0,8.32,1.83,7.56,0.0
2023-01-14 22:00:00,0.0,8.71,1.8,7.64,0.0
2023-01-14 23:00:00,0.0,8.85,1.35,7.82,0.0
2023-01-15 00:00:00,0.0,8.24,0.93,8.1,0.0
2023-01-15 01:00:00,0.0,7.66,1.1,8.23,0.0
2023-01-15 02:00:00,0.0,7.35,1.21,8.25,0.0
2023-01-15 03:00:00,0.0,7.21,1.01,8.25,0.0
2023-01-15 04:00:00,0.0,6.99,0.85,8.31,0.0
2023-01-15 05:00:00,0.0,6.91,1.06,8.28,0.0
2023-01-15 06:00:00,6.75,8.12,1.45,8.2,0.01175
2023-01-15 07:00:00,27.27,11.25,0.54,7.71,0.10025
2023-01-15 08:00:00,46.47,14.1,1.87,7.41,0.23675
2023-01-15 09:00:00,108.4,15.81,3.27,7.43,0.5155000000000001
2023-01-15 10:00:00,64.17,16.58,4.31,7.61,0.776
2023-01-15 11:00:00,92.27,16.04,4.93,7.94,0.74475
2023-01-15 12:00:00,81.82,14.41,4.67,8.36,1.10525
2023-01-15 13:00:00,105.58,12.79,3.71,8.5,1.07225
2023-01-15 14:00:00,110.17,11.71,2.8,8.41,0.44475
2023-01-15 15:00:00,186.23,10.81,1.9,8.22,0.20500000000000002
2023-01-15 16:00:00,113.06,9.41,0.79,8.04,0.11624999999999999
2023-01-15 17:00:00,50.58,8.57,0.97,7.8,0.062
2023-01-15 18:00:00,1.88,8.26,1.32,7.73,0.0085
2023-01-15 19:00:00,0.0,8.22,1.53,7.74,0.0
2023-01-15 20:00:00,0.0,8.18,1.44,7.74,0.0
2023-01-15 21:00:00,0.0,8.0,1.27,7.73,0.0
2023-01-15 22:00:00,0.0,7.45,1.15,7.8,0.0
2023-01-15 23:00:00,0.0,7.14,1.45,7.84,0.0
2023-01-16 00:00:00,0.0,7.04,1.52,7.85,0.0
2023-01-16 01:00:00,0.0,6.98,1.55,7.84,0.0
2023-01-16 02:00:00,0.0,6.89,1.53,7.81,0.0
2023-01-16 03:00:00,0.0,6.74,1.55,7.75,0.0
2023-01-16 04:00:00,0.0,6.59,1.65,7.69,0.0
2023-01-16 05:00:00,0.0,6.25,1.78,7.66,0.0
2023-01-16 06:00:00,102.75,7.23,2.08,7.64,0.026500000000000003
2023-01-16 07:00:00,378.09,10.39,1.4,7.1,0.08225
2023-01-16 08:00:00,403.5,13.14,0.19,6.83,0.34750000000000003
2023-01-16 09:00:00,674.44,15.09,1.4,6.91,0.87875
2023-01-16 10:00:00,688.62,16.3,2.29,7.16,0.9425
2023-01-16 11:00:00,606.15,16.78,2.98,7.48,0.948
2023-01-16 12:00:00,670.63,16.53,3.29,7.8,0.7555000000000001
2023-01-16 13:00:00,685.45,15.99,3.28,8.03,0.80275
2023-01-16 14:00:00,635.87,14.66,3.27,8.29,1.115
2023-01-16 15:00:00,490.61,13.03,2.85,8.52,0.36350000000000005
2023-01-16 16:00:00,397.19,11.59,2.31,8.6,0.16075
2023-01-16 17:00:00,206.02,10.18,1.67,8.61,0.098
2023-01-16 18:00:00,10.29,9.07,1.07,8.62,0.025500000000000002
2023-01-16 19:00:00,0.0,8.62,0.61,8.61,0.0
2023-01-16 20:00:00,0.0,8.35,0.61,8.62,0.0
2023-01-16 21:00:00,0.0,8.0,0.71,8.65,0.0
2023-01-16 22:00:00,0.0,7.62,0.49,8.68,0.0
2023-01-16 23:00:00,0.0,7.32,0.12,8.68,0.0
2023-01-17 00:00:00,0.0,7.05,0.52,8.63,0.0
2023-01-17 01:00:00,0.0,6.86,0.81,8.53,0.0
2023-01-17 02:00:00,0.0,6.98,0.77,8.41,0.0
2023-01-17 03:00:00,0.0,6.98,0.75,8.29,0.0
2023-01-17 04:00:00,0.0,6.94,0.85,8.17,0.0
2023-01-17 05:00:00,0.0,6.83,0.91,8.07,0.0
2023-01-17 06:00:00,38.5,7.97,1.06,7.97,0.038500000000000006
2023-01-17 07:00:00,251.52,11.02,0.95,7.6,0.18225
2023-01-17 08:00:00,351.37,13.45,2.72,7.46,0.394
2023-01-17 09:00:00,436.51,15.07,4.03,7.44,0.86725
2023-01-17 10:00:00,522.01,16.01,5.23,7.59,1.12325
2023-01-17 11:00:00,461.24,15.81,5.86,7.89,1.16775
2023-01-17 12:00:00,568.25,15.34,5.86,8.15,1.281
2023-01-17 13:00:00,612.81,14.73,5.63,8.31,1.13425
2023-01-17 14:00:00,611.3,14.12,5.3,8.39,1.148
2023-01-17 15:00:00,471.01,13.1,4.9,8.46,0.7945
2023-01-17 16:00:00,338.34,11.46,4.01,8.53,0.625
2023-01-17 17:00:00,170.45,9.67,2.45,8.54,0.1745
2023-01-17 18:00:00,5.39,8.45,0.61,8.49,0.0225
2023-01-17 19:00:00,0.0,8.17,0.85,8.25,0.0
2023-01-17 20:00:00,0.0,7.97,1.47,7.97,0.0
2023-01-17 21:00:00,0.0,7.95,1.68,7.82,0.0
2023-01-17 22:00:00,0.0,7.95,1.73,7.69,0.0
2023-01-17 23:00:00,0.0,7.92,1.6,7.54,0.0
2023-01-18 00:00:00,0.0,7.54,1.23,7.44,0.0
2023-01-18 01:00:00,0.0,7.24,1.11,7.46,0.0
2023-01-18 02:00:00,0.0,6.91,1.35,7.48,0.0
2023-01-18 03:00:00,0.0,6.5,1.41,7.46,0.0
2023-01-18 04:00:00,0.0,6.07,1.41,7.44,0.0
