datetime,DNI,Temperatura,Viento,Humedad,COLCA_SOLAR
2024-03-20 08:00:00,210.04,16.6,4.11,7.63,0.32025
2024-03-20 09:00:00,347.92,18.82,4.84,7.74,0.9115
2024-03-20 10:00:00,569.09,20.09,5.53,8.11,1.1635
2024-03-20 11:00:00,542.99,20.2,5.94,8.51,1.20825
2024-03-20 12:00:00,531.66,19.29,5.96,8.84,1.2205
2024-03-20 13:00:00,585.72,18.23,5.77,8.91,1.191
2024-03-20 14:00:00,645.56,16.91,5.56,8.83,0.4325
2024-03-20 15:00:00,547.88,15.17,4.94,8.78,0.2255
2024-03-20 16:00:00,495.59,12.68,3.69,8.65,0.1815
2024-03-20 17:00:00,197.58,11.03,2.53,8.48,0.2195
2024-03-20 18:00:00,1.12,10.06,1.35,8.31,0.01325
2024-03-20 19:00:00,0.0,9.89,1.33,8.07,0.0
2024-03-20 20:00:00,0.0,9.79,1.79,7.74,0.0
2024-03-20 21:00:00,0.0,9.73,1.79,7.53,0.0
2024-03-20 22:00:00,0.0,9.99,1.73,7.5,0.0
2024-03-20 23:00:00,0.0,10.51,1.45,7.52,0.0
2024-03-21 00:00:00,0.0,10.88,0.96,7.59,0.0
2024-03-21 01:00:00,0.0,10.67,0.54,7.71,0.0
2024-03-21 02:00:00,0.0,10.3,0.3,7.84,0.0
2024-03-21 03:00:00,0.0,10.2,0.19,7.95,0.0
2024-03-21 04:00:00,0.0,10.27,0.21,8.04,0.0
2024-03-21 05:00:00,0.0,10.18,0.28,8.11,0.0
2024-03-21 06:00:00,19.99,10.64,0.41,8.22,0.0045
2024-03-21 07:00:00,182.91,13.27,0.79,8.44,0.10250000000000001
2024-03-21 08:00:00,408.09,16.27,2.49,8.33,0.22699999999999998
2024-03-21 09:00:00,346.06,18.29,3.62,8.15,0.42600000000000005
2024-03-21 10:00:00,246.67,19.32,4.43,8.29,0.69775
2024-03-21 11:00:00,256.59,19.15,4.86,8.68,1.13925
2024-03-21 12:00:00,161.01,18.77,4.94,9.1,1.05375
2024-03-21 13:00:00,230.48,17.6,4.84,9.44,0.84375
2024-03-21 14:00:00,457.6,16.28,4.51,9.69,0.82175
2024-03-21 15:00:00,247.42,14.96,3.98,9.81,0.473
2024-03-21 16:00:00,117.03,13.67,3.24,9.86,0.43275
2024-03-21 17:00:00,22.33,12.47,2.48,9.85,0.176
2024-03-21 18:00:00,0.0,11.18,1.61,9.91,0.02025
2024-03-21 19:00:00,0.0,10.65,0.94,9.81,0.0
2024-03-21 20:00:00,0.0,10.46,1.02,9.67,0.0
2024-03-21 21:00:00,0.0,10.23,0.9,9.5,0.0
2024-03-21 22:00:00,0.0,10.21,0.64,9.29,0.0
2024-03-21 23:00:00,0.0,10.1,0.65,9.2,0.0
2024-03-22 00:00:00,0.0,9.74,0.99,9.24,0.0
2024-03-22 01:00:00,0.0,9.42,1.15,9.23,0.0
2024-03-22 02:00:00,0.0,9.02,1.01,9.13,0.0
2024-03-22 03:00:00,0.0,8.72,0.98,8.93,0.0
2024-03-22 04:00:00,0.0,8.88,1.01,8.7,0.0
2024-03-22 05:00:00,0.0,8.94,1.13,8.48,0.0
2024-03-22 06:00:00,27.63,9.37,1.23,8.3,0.00225
2024-03-22 07:00:00,225.38,10.86,1.67,8.05,0.035250000000000004
2024-03-22 08:00:00,247.43,12.21,1.5,7.96,0.08875
2024-03-22 09:00:00,425.14,13.82,1.15,8.0,0.3755
2024-03-22 10:00:00,574.62,16.41,2.08,8.07,0.659
2024-03-22 11:00:00,528.5,18.76,3.91,8.2,1.20075
2024-03-22 12:00:00,452.22,18.59,4.9,8.65,0.746
2024-03-22 13:00:00,272.32,17.04,4.64,9.16,0.396
2024-03-22 14:00:00,254.55,15.44,4.05,9.44,0.38125
2024-03-22 15:00:00,126.93,14.09,3.3,9.57,0.41375
2024-03-22 16:00:00,73.43,12.7,2.41,9.61,0.22574999999999998
2024-03-22 17:00:00,19.05,11.48,1.41,9.61,0.051000000000000004
2024-03-22 18:00:00,0.0,10.5,0.58,9.56,0.004750000000000001
2024-03-22 19:00:00,0.0,10.34,0.81,9.47,0.0
2024-03-22 20:00:00,0.0,10.38,0.9,9.4,0.0
2024-03-22 21:00:00,0.0,10.32,0.78,9.34,0.0
2024-03-22 22:00:00,0.0,10.11,0.74,9.36,0.0
2024-03-22 23:00:00,0.0,9.86,0.97,9.38,0.0
2024-03-23 00:00:00,0.0,9.59,1.41,9.29,0.0
2024-03-23 01:00:00,0.0,9.1,1.78,9.07,0.0
2024-03-23 02:00:00,0.0,8.94,2.0,8.84,0.0
2024-03-23 03:00:00,0.0,8.97,1.98,8.64,0.0
2024-03-23 04:00:00,0.0,8.7,2.01,8.57,0.0
2024-03-23 05:00:00,0.0,8.15,1.95,8.54,0.0
2024-03-23 06:00:00,6.15,8.3,1.64,8.59,0.00275
2024-03-23 07:00:00,56.34,9.41,1.94,8.56,0.08925
2024-03-23 08:00:00,146.69,11.31,1.89,8.73,0.2935
2024-03-23 09:00:00,199.6,13.4,0.98,8.8,0.7637499999999999
2024-03-23 10:00:00,270.46,15.69,0.66,8.92,0.752
2024-03-23 11:00:00,357.32,17.22,1.56,9.18,1.03475
2024-03-23 12:00:00,311.92,16.84,2.11,9.5,1.2229999999999999
2024-03-23 13:00:00,552.81,16.06,2.04,9.71,1.093
2024-03-23 14:00:00,500.27,15.54,1.97,9.75,0.41725
2024-03-23 15:00:00,436.47,14.76,1.82,9.79,0.16125
2024-03-23 16:00:00,190.18,13.84,1.45,9.8,0.10125
2024-03-23 17:00:00,70.7,12.84,0.89,9.86,0.01675
2024-03-23 18:00:00,0.0,11.23,0.2,10.04,0.001
2024-03-23 19:00:00,0.0,10.44,0.87,10.2,0.0
2024-03-23 20:00:00,0.0,10.14,1.54,10.12,0.0
2024-03-23 21:00:00,0.0,10.08,1.64,10.0,0.0
2024-03-23 22:00:00,0.0,9.99,1.47,9.91,0.0
2024-03-23 23:00:00,0.0,9.95,1.32,9.86,0.0
2024-03-24 00:00:00,0.0,9.78,1.15,9.81,0.0
2024-03-24 01:00:00,0.0,9.57,1.05,9.73,0.0
2024-03-24 02:00:00,0.0,9.31,1.11,9.55,0.0
2024-03-24 03:00:00,0.0,9.06,1.22,9.28,0.0
2024-03-24 04:00:00,0.0,8.99,1.33,8.99,0.0
2024-03-24 05:00:00,0.0,8.84,1.39,8.75,0.0
2024-03-24 06:00:00,3.66,9.52,1.72,8.58,0.00475
2024-03-24 07:00:00,76.03,13.18,1.24,8.28,0.09125
2024-03-24 08:00:00,233.51,16.56,0.96,8.11,0.471
2024-03-24 09:00:00,394.66,18.89,2.55,8.2,0.906
2024-03-24 10:00:00,444.61,20.16,3.75,8.55,1.0887499999999999
2024-03-24 11:00:00,502.78,20.35,4.5,8.96,1.023
2024-03-24 12:00:00,573.69,18.87,4.96,9.48,0.72825
2024-03-24 13:00:00,550.07,16.99,4.74,9.94,0.6585
2024-03-24 14:00:00,270.96,15.54,4.21,10.17,0.21175
2024-03-24 15:00:00,124.15,14.35,3.7,10.21,0.121
2024-03-24 16:00:00,48.63,13.1,3.19,10.19,0.0935
2024-03-24 17:00:00,10.75,11.7,2.46,10.15,0.0305
2024-03-24 18:00:00,0.0,10.42,1.62,10.04,0.00075
2024-03-24 19:00:00,0.0,9.59,0.95,9.68,0.0
2024-03-24 20:00:00,0.0,9.74,0.62,9.28,0.0
2024-03-24 21:00:00,0.0,9.88,0.45,9.02,0.0
2024-03-24 22:00:00,0.0,9.77,0.42,8.82,0.0
2024-03-24 23:00:00,0.0,9.44,0.81,8.64,0.0
2024-03-25 00:00:00,0.0,9.05,1.35,8.4,0.0
2024-03-25 01:00:00,0.0,9.09,1.44,8.13,0.0
2024-03-25 02:00:00,0.0,9.07,1.33,7.86,0.0
2024-03-25 03:00:00,0.0,9.1,1.49,7.51,0.0
2024-03-25 04:00:00,0.0,9.13,1.65,7.2,0.0
2024-03-25 05:00:00,0.0,9.18,1.71,7.03,0.0
2024-03-25 06:00:00,3.49,9.64,1.73,7.07,0.0005
2024-03-25 07:00:00,123.89,13.15,1.21,7.51,0.0485
2024-03-25 08:00:00,307.07,16.76,2.29,7.67,0.3
2024-03-25 09:00:00,398.03,18.95,3.57,7.62,0.90125
2024-03-25 10:00:00,491.63,20.04,4.56,7.91,1.15825
2024-03-25 11:00:00,525.78,20.04,4.9,8.38,1.24
2024-03-25 12:00:00,599.44,19.13,4.89,8.8,1.1995
2024-03-25 13:00:00,565.67,17.65,4.88,9.14,0.348
2024-03-25 14:00:00,500.67,16.13,4.73,9.36,0.0875
2024-03-25 15:00:00,391.19,14.58,4.13,9.47,0.10875
2024-03-25 16:00:00,152.48,13.02,3.4,9.37,0.08575
2024-03-25 17:00:00,36.56,11.5,2.41,9.08,0.03125
2024-03-25 18:00:00,0.0,10.57,1.31,9.05,0.0032500000000000003
2024-03-25 19:00:00,0.0,10.26,0.86,9.13,0.0
2024-03-25 20:00:00,0.0,10.0,0.6,9.23,0.0
2024-03-25 21:00:00,0.0,9.5,0.44,9.4,0.0
2024-03-25 22:00:00,0.0,8.97,0.47,9.53,0.0
2024-03-25 23:00:00,0.0,8.68,0.44,9.57,0.0
2024-03-26 00:00:00,0.0,8.66,0.51,9.54,0.0
2024-03-26 01:00:00,0.0,8.7,0.49,9.49,0.0
2024-03-26 02:00:00,0.0,8.54,0.59,9.48,0.0
2024-03-26 03:00:00,0.0,8.3,0.63,9.49,0.0
2024-03-26 04:00:00,0.0,8.03,0.51,9.4,0.0
2024-03-26 05:00:00,0.0,7.96,0.25,9.2,0.0
2024-03-26 06:00:00,8.23,8.41,0.23,8.96,0.0024999999999999996
2024-03-26 07:00:00,39.36,10.94,1.0,8.63,0.067
2024-03-26 08:00:00,148.74,13.89,2.41,8.58,0.35350000000000004
2024-03-26 09:00:00,192.75,16.28,3.39,8.57,0.4665
2024-03-26 10:00:00,212.28,17.51,4.43,8.79,0.6775
2024-03-26 11:00:00,256.51,17.02,5.05,9.16,1.1965000000000001
2024-03-26 12:00:00,287.59,16.03,5.34,9.4,0.7805
2024-03-26 13:00:00,262.93,14.99,5.46,9.47,1.1415
2024-03-26 14:00:00,282.48,14.06,5.29,9.4,0.84825
2024-03-26 15:00:00,264.14,13.0,4.95,9.3,0.5925
2024-03-26 16:00:00,99.73,11.32,4.26,9.18,0.3545
2024-03-26 17:00:00,20.97,9.68,3.31,9.07,0.0955
2024-03-26 18:00:00,0.0,8.82,2.54,8.97,0.00775
2024-03-26 19:00:00,0.0,8.62,1.98,8.78,0.0
2024-03-26 20:00:00,0.0,8.69,1.7,8.61,0.0
2024-03-26 21:00:00,0.0,8.64,1.38,8.46,0.0
2024-03-26 22:00:00,0.0,8.61,1.12,8.39,0.0
2024-03-26 23:00:00,0.0,8.47,0.98,8.34,0.0
2024-03-27 00:00:00,0.0,8.3,0.88,8.38,0.0
2024-03-27 01:00:00,0.0,8.16,0.89,8.42,0.0
2024-03-27 02:00:00,0.0,8.1,0.89,8.44,0.0
2024-03-27 03:00:00,0.0,7.96,0.7,8.46,0.0
2024-03-27 04:00:00,0.0,7.79,0.56,8.45,0.0
2024-03-27 05:00:00,0.0,7.72,0.53,8.37,0.0
2024-03-27 06:00:00,6.01,8.27,0.78,8.21,0.007
2024-03-27 07:00:00,72.81,10.88,1.09,8.1,0.0945
2024-03-27 08:00:00,252.93,14.21,1.7,8.02,0.2605
2024-03-27 09:00:00,374.63,16.7,3.13,8.01,0.641
2024-03-27 10:00:00,533.8,18.14,4.44,8.28,1.061
2024-03-27 11:00:00,585.35,18.38,5.35,8.67,1.15625
2024-03-27 12:00:00,515.91,17.89,5.9,8.98,1.0805
2024-03-27 13:00:00,446.99,17.02,6.18,9.21,1.012
2024-03-27 14:00:00,387.85,15.61,6.0,9.34,1.1105
2024-03-27 15:00:00,358.86,14.08,5.37,9.35,0.816
2024-03-27 16:00:00,151.64,12.81,4.67,9.19,0.26
2024-03-27 17:00:00,37.48,10.96,3.64,8.97,0.13
2024-03-27 18:00:00,0.0,9.05,2.22,8.77,0.010249999999999999
2024-03-27 19:00:00,0.0,8.48,1.0,8.68,0.0
2024-03-27 20:00:00,0.0,8.15,0.78,8.29,0.0
2024-03-27 21:00:00,0.0,8.48,0.94,7.76,0.0
2024-03-27 22:00:00,0.0,8.66,1.06,7.34,0.0
2024-03-27 23:00:00,0.0,8.64,1.33,7.11,0.0
2024-03-28 00:00:00,0.0,8.59,1.53,6.98,0.0
2024-03-28 01:00:00,0.0,8.46,1.54,6.92,0.0
2024-03-28 02:00:00,0.0,8.81,1.36,6.95,0.0
2024-03-28 03:00:00,0.0,8.8,1.01,6.99,0.0
2024-03-28 04:00:00,0.0,8.66,0.9,7.05,0.0
2024-03-28 05:00:00,0.0,8.56,0.94,7.14,0.0
2024-03-28 06:00:00,12.7,8.94,1.18,7.21,0.01
2024-03-28 07:00:00,123.85,12.42,0.93,7.11,0.0945
2024-03-28 08:00:00,237.99,15.69,1.8,6.79,0.3605
2024-03-28 09:00:00,317.04,17.79,2.73,6.83,0.9359999999999999
2024-03-28 10:00:00,473.35,19.45,3.85,7.19,1.15
2024-03-28 11:00:00,579.73,20.31,4.96,7.71,1.26425
2024-03-28 12:00:00,694.38,20.16,5.47,8.37,1.26775
2024-03-28 13:00:00,548.74,18.64,5.07,8.96,1.26125
2024-03-28 14:00:00,540.33,17.17,4.52,9.28,1.1705
2024-03-28 15:00:00,574.57,16.01,4.01,9.34,0.94225
2024-03-28 16:00:00,418.32,14.71,3.33,9.26,0.631
2024-03-28 17:00:00,186.02,13.05,2.49,9.21,0.20175
2024-03-28 18:00:00,0.0,11.0,1.36,9.39,0.00875
2024-03-28 19:00:00,0.0,10.0,1.59,9.29,0.0
2024-03-28 20:00:00,0.0,9.44,1.76,8.97,0.0
2024-03-28 21:00:00,0.0,9.06,1.82,8.68,0.0
2024-03-28 22:00:00,0.0,8.75,1.84,8.44,0.0
2024-03-28 23:00:00,0.0,8.46,1.84,8.23,0.0
2024-03-29 00:00:00,0.0,8.31,1.76,8.02,0.0
2024-03-29 01:00:00,0.0,8.21,1.74,7.78,0.0
2024-03-29 02:00:00,0.0,8.22,1.79,7.52,0.0
2024-03-29 03:00:00,0.0,8.33,1.9,7.31,0.0
2024-03-29 04:00:00,0.0,8.39,2.05,7.18,0.0
2024-03-29 05:00:00,0.0,8.29,2.19,7.08,0.0
2024-03-29 06:00:00,80.96,8.58,2.3,7.01,0.00425
2024-03-29 07:00:00,340.72,11.83,2.02,7.14,0.06075
2024-03-29 08:00:00,538.0,15.52,2.36,7.55,0.368
2024-03-29 09:00:00,727.37,17.73,3.77,7.79,0.94875
2024-03-29 10:00:00,786.42,18.91,4.72,8.14,1.18975
2024-03-29 11:00:00,766.99,19.05,5.56,8.66,1.2615
2024-03-29 12:00:00,761.16,18.35,6.05,9.13,1.2742499999999999
2024-03-29 13:00:00,780.54,17.08,6.25,9.32,1.2665
2024-03-29 14:00:00,741.18,15.94,6.12,9.2,1.18225
2024-03-29 15:00:00,640.72,15.04,5.71,8.84,0.93575
2024-03-29 16:00:00,526.5,13.76,5.01,8.46,0.599
2024-03-29 17:00:00,282.71,12.08,3.85,8.29,0.201
2024-03-29 18:00:00,0.0,10.25,2.13,8.41,0.01175
2024-03-29 19:00:00,0.0,9.58,1.19,8.45,0.0
2024-03-29 20:00:00,0.0,9.45,1.2,8.28,0.0
2024-03-29 21:00:00,0.0,9.49,1.26,8.12,0.0
2024-03-29 22:00:00,0.0,9.53,1.46,7.97,0.0
2024-03-29 23:00:00,0.0,9.56,1.66,7.8,0.0
2024-03-30 00:00:00,0.0,9.51,1.77,7.66,0.0
2024-03-30 01:00:00,0.0,9.44,1.87,7.57,0.0
2024-03-30 02:00:00,0.0,9.48,1.84,7.58,0.0
2024-03-30 03:00:00,0.0,9.4,1.72,7.67,0.0
2024-03-30 04:00:00,0.0,9.34,1.59,7.8,0.0
2024-03-30 05:00:00,0.0,9.27,1.52,7.92,0.0
2024-03-30 06:00:00,43.57,9.38,1.59,7.94,0.00425
2024-03-30 07:00:00,301.74,11.99,1.01,7.89,0.049
2024-03-30 08:00:00,539.97,14.79,1.44,8.02,0.363
2024-03-30 09:00:00,589.62,16.82,2.35,8.25,0.88625
2024-03-30 10:00:00,622.89,17.5,3.01,8.61,1.142
2024-03-30 11:00:00,706.73,17.54,3.43,9.0,1.2694999999999999
2024-03-30 12:00:00,466.61,17.21,3.77,9.32,1.26875
2024-03-30 13:00:00,772.43,16.86,4.02,9.54,1.186
2024-03-30 14:00:00,443.8,16.0,4.06,9.66,0.98725
2024-03-30 15:00:00,356.21,14.66,3.74,9.71,0.7105
2024-03-30 16:00:00,235.21,13.21,3.22,9.7,0.297
2024-03-30 17:00:00,52.49,11.83,2.62,9.7,0.06225
2024-03-30 18:00:00,0.0,10.35,1.84,9.72,0.00275
2024-03-30 19:00:00,0.0,10.15,1.56,9.61,0.0
2024-03-30 20:00:00,0.0,10.14,1.32,9.58,0.0
2024-03-30 21:00:00,0.0,10.0,0.9,9.68,0.0
2024-03-30 22:00:00,0.0,9.78,0.65,9.84,0.0
2024-03-30 23:00:00,0.0,9.55,0.82,9.94,0.0
2024-03-31 00:00:00,0.0,9.37,0.89,9.97,0.0
2024-03-31 01:00:00,0.0,9.2,0.62,9.99,0.0
2024-03-31 02:00:00,0.0,9.08,0.66,9.97,0.0
2024-03-31 03:00:00,0.0,8.99,0.81,9.91,0.0
2024-03-31 04:00:00,0.0,8.98,1.06,9.82,0.0
2024-03-31 05:00:00,0.0,9.08,1.28,9.67,0.0
2024-03-31 06:00:00,4.65,9.58,1.41,9.51,0.012249999999999999
2024-03-31 07:00:00,42.6,11.51,1.32,9.14,0.092
2024-03-31 08:00:00,173.12,13.99,1.23,8.84,0.40125
2024-03-31 09:00:00,352.32,16.26,2.18,8.76,0.93125
2024-03-31 10:00:00,335.25,17.76,3.04,8.82,1.19675
2024-03-31 11:00:00,378.76,18.51,3.67,8.98,1.268
2024-03-31 12:00:00,462.92,18.05,4.11,9.26,1.26975
2024-03-31 13:00:00,488.74,16.64,3.89,9.57,1.25125
2024-03-31 14:00:00,677.59,15.22,3.33,9.71,1.1412499999999999
2024-03-31 15:00:00,468.15,14.11,2.81,9.61,0.9815
2024-03-31 16:00:00,315.52,12.91,2.53,9.53,0.371
2024-03-31 17:00:00,86.76,11.11,2.32,9.51,0.0565
2024-03-31 18:00:00,0.0,9.57,1.75,9.55,0.00075
2024-03-31 19:00:00,0.0,9.25,1.4,9.57,0.0
2024-03-31 20:00:00,0.0,9.08,1.33,9.5,0.0
2024-03-31 21:00:00,0.0,8.8,1.51,9.32,0.0
2024-03-31 22:00:00,0.0,8.7,1.87,9.05,0.0
2024-03-31 23:00:00,0.0,8.94,2.13,8.7,0.0
2024-04-01 00:00:00,0.0,9.27,2.05,8.42,0.0
2024-04-01 01:00:00,0.0,9.4,1.82,8.33,0.0
2024-04-01 02:00:00,0.0,9.31,1.63,8.31,0.0
2024-04-01 03:00:00,0.0,9.01,1.61,8.31,0.0
2024-04-01 04:00:00,0.0,8.77,1.63,8.28,0.0
2024-04-01 05:00:00,0.0,8.48,1.66,8.22,0.0
2024-04-01 06:00:00,23.89,8.91,1.88,8.17,0.0204325
2024-04-01 07:00:00,217.51,12.61,1.95,7.94,0.134125
2024-04-01 08:00:00,298.48,16.09,2.49,7.7,0.1784825
2024-04-01 09:00:00,360.54,18.3,3.51,7.82,0.9598225
2024-04-01 10:00:00,371.61,19.18,4.16,8.17,1.1955525
2024-04-01 11:00:00,483.56,18.8,4.23,8.58,1.017965
2024-04-01 12:00:00,602.72,17.65,4.12,8.92,0.6850674999999999
2024-04-01 13:00:00,592.27,16.36,3.83,9.22,0.8866075
2024-04-01 14:00:00,320.17,15.28,3.38,9.4,0.3677525
2024-04-01 15:00:00,100.79,14.41,3.03,9.47,0.2086275
2024-04-01 16:00:00,78.12,13.38,2.69,9.55,0.1444525
2024-04-01 17:00:00,45.98,12.01,2.25,9.69,0.04266
2024-04-01 18:00:00,0.0,10.68,1.74,9.76,0.0019950000000000002
2024-04-01 19:00:00,0.0,9.98,1.04,9.82,0.0
2024-04-01 20:00:00,0.0,9.41,0.56,9.88,0.0
2024-04-01 21:00:00,0.0,8.81,0.42,9.86,0.0
2024-04-01 22:00:00,0.0,8.31,1.03,9.71,0.0
2024-04-01 23:00:00,0.0,8.1,1.29,9.59,0.0
2024-04-02 00:00:00,0.0,7.91,1.4,9.44,0.0
2024-04-02 01:00:00,0.0,7.78,1.35,9.27,0.0
2024-04-02 02:00:00,0.0,7.68,1.18,9.18,0.0
2024-04-02 03:00:00,0.0,7.4,1.14,9.16,0.0
2024-04-02 04:00:00,0.0,7.12,1.36,9.13,0.0
2024-04-02 05:00:00,0.0,6.83,1.56,9.03,0.0
2024-04-02 06:00:00,37.01,7.45,1.92,9.02,0.0079475
2024-04-02 07:00:00,307.75,10.91,2.06,8.94,0.104965
2024-04-02 08:00:00,433.89,14.84,0.88,8.24,0.343665
2024-04-02 09:00:00,648.33,17.73,1.74,7.94,0.6650324999999999
2024-04-02 10:00:00,701.04,19.33,2.93,8.11,0.9046675
2024-04-02 11:00:00,661.99,19.86,3.89,8.44,0.862405
2024-04-02 12:00:00,604.09,19.34,4.49,8.73,1.0909375000000001
2024-04-02 13:00:00,616.24,17.62,4.51,9.08,1.2793649999999999
2024-04-02 14:00:00,538.38,16.0,4.01,9.34,0.633525
2024-04-02 15:00:00,454.6,14.63,3.45,9.46,0.3893725
2024-04-02 16:00:00,319.23,13.09,2.67,9.56,0.37801
2024-04-02 17:00:00,91.68,11.43,1.72,9.67,0.08806
2024-04-02 18:00:00,0.0,10.34,0.86,9.76,0.0056775
2024-04-02 19:00:00,0.0,10.1,0.28,9.77,0.0
2024-04-02 20:00:00,0.0,9.95,0.15,9.81,0.0
2024-04-02 21:00:00,0.0,9.54,0.17,9.87,0.0
2024-04-02 22:00:00,0.0,9.26,0.49,9.78,0.0
2024-04-02 23:00:00,0.0,9.02,0.87,9.63,0.0
2024-04-03 00:00:00,0.0,8.79,1.11,9.48,0.0
2024-04-03 01:00:00,0.0,8.6,1.39,9.37,0.0
2024-04-03 02:00:00,0.0,8.34,1.45,9.22,0.0
2024-04-03 03:00:00,0.0,8.02,1.64,9.08,0.0
2024-04-03 04:00:00,0.0,7.84,1.65,8.94,0.0
2024-04-03 05:00:00,0.0,7.78,1.78,8.81,0.0
2024-04-03 06:00:00,21.76,8.23,1.96,8.68,0.0078675
2024-04-03 07:00:00,255.9,11.83,1.63,8.06,0.0801825
2024-04-03 08:00:00,469.0,15.53,0.73,7.51,0.24847000000000002
2024-04-03 09:00:00,470.91,17.85,2.11,7.54,0.4775825
2024-04-03 10:00:00,553.31,19.17,3.18,7.76,0.4664825
2024-04-03 11:00:00,610.48,19.51,3.95,8.08,1.008685
2024-04-03 12:00:00,631.84,18.81,4.3,8.49,1.0562
2024-04-03 13:00:00,641.21,17.46,4.28,8.9,0.418115
2024-04-03 14:00:00,478.64,15.7,3.91,9.18,0.1755975
2024-04-03 15:00:00,280.23,14.05,3.23,9.26,0.114895
2024-04-03 16:00:00,164.4,12.37,2.42,9.26,0.2062
2024-04-03 17:00:00,32.53,10.42,1.6,9.18,0.08273
2024-04-03 18:00:00,0.0,9.5,1.24,9.08,0.0031450000000000002
2024-04-03 19:00:00,0.0,9.35,1.29,9.08,0.0
2024-04-03 20:00:00,0.0,9.34,1.31,9.0,0.0
2024-04-03 21:00:00,0.0,9.21,1.2,8.92,0.0
2024-04-03 22:00:00,0.0,9.04,1.4,8.87,0.0
2024-04-03 23:00:00,0.0,8.88,1.53,8.77,0.0
2024-04-04 00:00:00,0.0,9.05,1.47,8.71,0.0
2024-04-04 01:00:00,0.0,8.95,1.26,8.78,0.0
2024-04-04 02:00:00,0.0,8.47,1.11,9.0,0.0
2024-04-04 03:00:00,0.0,8.04,1.31,9.18,0.0
2024-04-04 04:00:00,0.0,7.76,1.6,9.19,0.0
2024-04-04 05:00:00,0.0,7.61,1.81,9.05,0.0
2024-04-04 06:00:00,15.29,8.2,1.97,8.94,0.0101
2024-04-04 07:00:00,165.13,11.95,2.01,8.39,0.0665825
2024-04-04 08:00:00,222.29,15.86,0.22,7.83,0.4170375
2024-04-04 09:00:00,501.78,18.02,2.12,7.87,0.9609650000000001
2024-04-04 10:00:00,624.66,18.78,3.23,8.15,1.16683
2024-04-04 11:00:00,669.37,18.22,3.47,8.57,1.2483125
2024-04-04 12:00:00,699.29,17.3,3.39,8.9,0.8706175
2024-04-04 13:00:00,639.98,16.39,3.35,9.14,0.44360499999999997
2024-04-04 14:00:00,563.73,15.35,3.13,9.26,0.3213725
2024-04-04 15:00:00,240.89,14.0,2.74,9.35,0.1473875
2024-04-04 16:00:00,281.89,12.91,2.32,9.39,0.213905
2024-04-04 17:00:00,94.51,12.03,1.9,9.45,0.18889
2024-04-04 18:00:00,0.0,10.96,1.33,9.69,0.0061225
2024-04-04 19:00:00,0.0,10.37,0.87,9.87,0.0
2024-04-04 20:00:00,0.0,9.9,0.78,9.94,0.0
2024-04-04 21:00:00,0.0,9.51,0.89,9.98,0.0
2024-04-04 22:00:00,0.0,9.31,1.21,9.95,0.0
2024-04-04 23:00:00,0.0,9.29,1.13,9.84,0.0
2024-04-05 00:00:00,0.0,9.22,1.0,9.75,0.0
2024-04-05 01:00:00,0.0,9.06,0.92,9.71,0.0
2024-04-05 02:00:00,0.0,8.95,0.91,9.69,0.0
2024-04-05 03:00:00,0.0,8.84,0.95,9.67,0.0
2024-04-05 04:00:00,0.0,8.77,1.06,9.61,0.0
2024-04-05 05:00:00,0.0,8.71,1.13,9.52,0.0
2024-04-05 06:00:00,20.7,9.25,1.3,9.47,0.0065275
2024-04-05 07:00:00,367.64,12.22,1.5,8.89,0.074955
2024-04-05 08:00:00,539.62,15.33,1.89,8.34,0.370475
2024-04-05 09:00:00,670.09,17.5,2.82,8.28,0.887815
2024-04-05 10:00:00,708.09,18.29,3.5,8.52,1.13859
2024-04-05 11:00:00,683.8,18.13,3.85,8.86,0.90157
2024-04-05 12:00:00,681.92,17.43,3.93,9.19,0.6186674999999999
2024-04-05 13:00:00,535.58,16.43,3.59,9.46,0.62264
2024-04-05 14:00:00,378.02,15.13,2.9,9.66,0.60727
2024-04-05 15:00:00,438.75,14.05,2.14,9.76,0.316005
2024-04-05 16:00:00,387.22,13.11,1.65,9.83,0.4401675
2024-04-05 17:00:00,109.12,12.11,1.33,9.92,0.1025825
2024-04-05 18:00:00,0.0,10.85,1.25,10.08,0.003915
2024-04-05 19:00:00,0.0,10.39,0.83,10.21,0.0
2024-04-05 20:00:00,0.0,10.08,0.47,10.29,0.0
2024-04-05 21:00:00,0.0,9.81,0.42,10.29,0.0
2024-04-05 22:00:00,0.0,9.47,0.86,10.22,0.0
2024-04-05 23:00:00,0.0,9.01,1.19,10.09,0.0
2024-04-06 00:00:00,0.0,8.77,1.31,9.92,0.0
2024-04-06 01:00:00,0.0,8.71,1.47,9.75,0.0
2024-04-06 02:00:00,0.0,8.5,1.68,9.58,0.0
2024-04-06 03:00:00,0.0,8.37,1.92,9.41,0.0
2024-04-06 04:00:00,0.0,8.25,2.04,9.3,0.0
2024-04-06 05:00:00,0.0,8.03,2.02,9.29,0.0
2024-04-06 06:00:00,40.59,8.39,2.44,9.26,0.0054824999999999995
2024-04-06 07:00:00,254.44,12.15,2.84,8.93,0.0521625
2024-04-06 08:00:00,306.13,16.13,1.69,8.36,0.40793
2024-04-06 09:00:00,305.67,18.74,1.94,8.1,0.9479949999999999
2024-04-06 10:00:00,365.71,20.09,2.89,8.18,1.13516
2024-04-06 11:00:00,450.18,20.62,3.59,8.49,0.6669625
