datetime,DNI,Temperatura,Viento,Humedad,REPARTICION_ARCUS
2023-01-01 00:00:00,0.0,12.71,0.99,9.33,0.0
2023-01-01 01:00:00,0.0,12.51,1.07,9.24,0.0
2023-01-01 02:00:00,0.0,12.51,1.08,9.18,0.0
2023-01-01 03:00:00,0.0,12.58,0.86,9.15,0.0
2023-01-01 04:00:00,0.0,12.69,0.59,9.09,0.0
2023-01-01 05:00:00,13.1,12.87,0.45,9.08,0.0125
2023-01-01 06:00:00,122.96,14.19,1.0,9.01,1.4075
2023-01-01 07:00:00,463.37,16.22,2.64,9.09,5.42375
2023-01-01 08:00:00,471.64,18.27,4.34,9.21,9.9545
2023-01-01 09:00:00,374.69,19.59,5.67,9.44,14.03975
2023-01-01 10:00:00,280.57,20.29,6.42,9.75,13.5115
2023-01-01 11:00:00,307.85,20.3,6.61,10.07,12.50825
2023-01-01 12:00:00,220.93,20.09,6.66,10.23,9.867
2023-01-01 13:00:00,28.79,19.66,6.92,10.29,6.47675
2023-01-01 14:00:00,19.2,18.47,6.86,10.33,7.4085
2023-01-01 15:00:00,0.0,16.99,6.33,10.36,5.04775
2023-01-01 16:00:00,0.0,15.65,5.38,10.35,3.25075
2023-01-01 17:00:00,0.0,14.34,4.23,10.31,0.85925
2023-01-01 18:00:00,0.0,13.36,2.74,10.21,0.1105
2023-01-01 19:00:00,0.0,13.08,1.44,10.02,0.0
2023-01-01 20:00:00,0.0,13.24,1.29,9.83,0.0
2023-01-01 21:00:00,0.0,13.37,1.3,9.65,0.0
2023-01-01 22:00:00,0.0,13.43,0.59,9.6,0.0
2023-01-01 23:00:00,0.0,13.22,0.8,9.72,0.0
2023-01-02 00:00:00,0.0,12.89,1.2,9.85,0.0
2023-01-02 01:00:00,0.0,12.55,1.27,9.98,0.0
2023-01-02 02:00:00,0.0,12.42,1.11,10.05,0.0
2023-01-02 03:00:00,0.0,12.53,0.63,10.02,0.0
2023-01-02 04:00:00,0.0,12.39,0.35,9.97,0.0
2023-01-02 05:00:00,4.91,12.34,0.73,9.98,0.0
2023-01-02 06:00:00,63.6,13.81,1.28,9.88,1.157
2023-01-02 07:00:00,190.82,15.61,2.26,9.82,3.5637499999999998
2023-01-02 08:00:00,284.14,17.51,3.76,9.88,10.3525
2023-01-02 09:00:00,399.0,19.21,5.08,10.04,15.119
2023-01-02 10:00:00,509.62,20.07,5.85,10.25,17.06725
2023-01-02 11:00:00,401.49,20.46,5.9,10.42,18.37225
2023-01-02 12:00:00,293.45,20.83,5.85,10.5,17.856
2023-01-02 13:00:00,49.15,20.83,6.0,10.54,13.04775
2023-01-02 14:00:00,6.16,20.2,6.06,10.57,7.4982500000000005
2023-01-02 15:00:00,0.0,19.05,5.88,10.63,5.686
2023-01-02 16:00:00,0.0,17.54,5.28,10.71,4.0485
2023-01-02 17:00:00,1.26,15.93,4.3,10.83,1.8435
2023-01-02 18:00:00,0.0,14.62,3.06,10.97,0.1585
2023-01-02 19:00:00,0.0,14.17,2.07,11.01,0.0
2023-01-02 20:00:00,0.0,14.08,1.71,10.97,0.0
2023-01-02 21:00:00,0.0,13.97,1.45,10.95,0.0
2023-01-02 22:00:00,0.0,13.79,1.16,10.93,0.0
2023-01-02 23:00:00,0.0,13.49,1.12,10.91,0.0
2023-01-03 00:00:00,0.0,13.21,0.94,10.85,0.0
2023-01-03 01:00:00,0.0,12.87,0.63,10.78,0.0
2023-01-03 02:00:00,0.0,12.66,0.43,10.68,0.0
2023-01-03 03:00:00,0.0,12.68,0.73,10.55,0.0
2023-01-03 04:00:00,0.0,12.68,0.6,10.43,0.0
2023-01-03 05:00:00,6.96,12.92,0.4,10.27,0.0265
2023-01-03 06:00:00,135.93,14.49,0.61,10.15,1.3695
2023-01-03 07:00:00,313.2,16.59,2.28,10.14,6.069
2023-01-03 08:00:00,517.36,18.69,3.91,10.13,10.192499999999999
2023-01-03 09:00:00,527.95,20.42,5.17,10.2,14.2195
2023-01-03 10:00:00,599.04,21.46,6.34,10.38,17.1635
2023-01-03 11:00:00,658.66,21.64,7.04,10.59,17.97
2023-01-03 12:00:00,590.35,21.39,7.25,10.76,12.429
2023-01-03 13:00:00,571.7,20.62,7.12,10.84,18.0395
2023-01-03 14:00:00,437.55,19.65,6.86,10.87,15.5635
2023-01-03 15:00:00,292.08,18.46,6.39,10.93,12.7705
2023-01-03 16:00:00,165.2,17.14,5.77,10.95,5.3005
2023-01-03 17:00:00,36.56,15.53,5.01,10.95,1.9682499999999998
2023-01-03 18:00:00,0.0,14.12,4.08,10.94,0.22525
2023-01-03 19:00:00,0.0,13.58,3.31,10.83,0.0
2023-01-03 20:00:00,0.0,13.32,2.81,10.73,0.0
2023-01-03 21:00:00,0.0,13.12,2.45,10.65,0.0
2023-01-03 22:00:00,0.0,12.98,1.99,10.6,0.0
2023-01-03 23:00:00,0.0,12.9,1.2,10.58,0.0
2023-01-04 00:00:00,0.0,12.7,0.69,10.59,0.0
2023-01-04 01:00:00,0.0,12.38,0.59,10.58,0.0
2023-01-04 02:00:00,0.0,12.21,0.58,10.53,0.0
2023-01-04 03:00:00,0.0,12.13,0.63,10.47,0.0
2023-01-04 04:00:00,0.0,12.14,0.77,10.43,0.0
2023-01-04 05:00:00,5.0,12.26,0.89,10.4,0.01725
2023-01-04 06:00:00,81.67,13.78,0.97,10.18,1.3217500000000002
2023-01-04 07:00:00,190.0,16.49,2.29,9.97,4.695
2023-01-04 08:00:00,325.89,18.84,4.25,9.92,9.69975
2023-01-04 09:00:00,284.83,20.25,5.71,10.06,12.613
2023-01-04 10:00:00,347.46,21.09,6.36,10.23,16.51875
2023-01-04 11:00:00,310.51,21.45,6.58,10.34,16.981749999999998
2023-01-04 12:00:00,79.18,21.57,6.71,10.33,16.86475
2023-01-04 13:00:00,143.09,21.37,6.8,10.2,15.823250000000002
2023-01-04 14:00:00,36.22,20.64,6.6,9.96,11.13475
2023-01-04 15:00:00,39.17,19.42,6.04,9.62,8.12925
2023-01-04 16:00:00,68.85,17.81,5.25,9.42,5.04025
2023-01-04 17:00:00,45.95,16.19,3.98,9.43,0.972
2023-01-04 18:00:00,2.54,14.68,2.42,9.61,0.04875
2023-01-04 19:00:00,0.0,13.79,0.96,9.76,0.0
2023-01-04 20:00:00,0.0,13.3,0.64,9.7,0.0
2023-01-04 21:00:00,0.0,12.97,1.18,9.55,0.0
2023-01-04 22:00:00,0.0,12.58,1.54,9.43,0.0
2023-01-04 23:00:00,0.0,12.4,1.69,9.37,0.0
2023-01-05 00:00:00,0.0,12.3,1.62,9.29,0.0
2023-01-05 01:00:00,0.0,12.2,1.22,9.26,0.0
2023-01-05 02:00:00,0.0,12.05,0.99,9.24,0.0
2023-01-05 03:00:00,0.0,11.89,0.98,9.22,0.0
2023-01-05 04:00:00,0.0,11.69,1.18,9.19,0.0
2023-01-05 05:00:00,25.31,11.72,1.59,9.06,0.01625
2023-01-05 06:00:00,244.36,14.1,1.97,8.79,1.52975
2023-01-05 07:00:00,339.93,17.18,2.36,8.45,5.38125
2023-01-05 08:00:00,424.73,19.72,3.91,8.38,9.92525
2023-01-05 09:00:00,379.07,21.61,5.08,8.43,14.692250000000001
2023-01-05 10:00:00,434.43,22.84,6.29,8.63,14.51675
2023-01-05 11:00:00,518.35,23.33,6.94,9.0,17.632
2023-01-05 12:00:00,429.32,23.46,7.14,9.32,18.749
2023-01-05 13:00:00,452.99,23.27,7.23,9.51,18.37475
2023-01-05 14:00:00,308.85,22.66,7.13,9.58,13.609
2023-01-05 15:00:00,346.39,21.53,6.82,9.63,8.17625
2023-01-05 16:00:00,294.51,19.9,6.05,9.71,4.4045000000000005
2023-01-05 17:00:00,165.66,17.77,4.81,9.86,1.81725
2023-01-05 18:00:00,11.97,15.46,3.25,10.19,0.27025
2023-01-05 19:00:00,0.0,14.27,1.69,10.43,0.0
2023-01-05 20:00:00,0.0,13.83,1.0,10.39,0.0
2023-01-05 21:00:00,0.0,13.57,0.77,10.17,0.0
2023-01-05 22:00:00,0.0,13.21,0.6,9.71,0.0
2023-01-05 23:00:00,0.0,12.78,0.53,9.44,0.0
2023-01-06 00:00:00,0.0,12.61,0.59,9.12,0.0
2023-01-06 01:00:00,0.0,12.51,0.66,8.78,0.0
2023-01-06 02:00:00,0.0,12.36,0.83,8.48,0.0
2023-01-06 03:00:00,0.0,12.22,0.95,8.18,0.0
2023-01-06 04:00:00,0.0,12.07,1.07,7.9,0.0
2023-01-06 05:00:00,20.44,12.2,1.21,7.68,0.01975
2023-01-06 06:00:00,278.56,14.82,1.5,7.55,1.3075
2023-01-06 07:00:00,442.04,17.82,2.35,7.47,5.3065
2023-01-06 08:00:00,733.05,20.28,4.19,7.47,10.27025
2023-01-06 09:00:00,872.78,21.93,5.59,7.59,14.18375
2023-01-06 10:00:00,824.09,22.84,6.58,8.01,17.00425
2023-01-06 11:00:00,841.3,23.13,7.15,8.61,18.54775
2023-01-06 12:00:00,722.91,23.01,7.36,9.13,18.9795
2023-01-06 13:00:00,781.22,22.63,7.35,9.43,17.978
2023-01-06 14:00:00,581.19,21.86,7.07,9.57,15.652000000000001
2023-01-06 15:00:00,420.09,20.69,6.7,9.68,12.0475
2023-01-06 16:00:00,429.71,19.15,6.17,9.75,7.33425
2023-01-06 17:00:00,242.04,17.12,5.24,9.85,2.6157500000000002
2023-01-06 18:00:00,10.33,14.84,3.81,10.18,0.22799999999999998
2023-01-06 19:00:00,0.0,13.82,1.88,10.38,0.0
2023-01-06 20:00:00,0.0,13.83,1.09,10.3,0.0
2023-01-06 21:00:00,0.0,13.83,0.91,10.23,0.0
2023-01-06 22:00:00,0.0,13.58,0.71,10.21,0.0
2023-01-06 23:00:00,0.0,13.3,0.7,10.19,0.0
2023-01-07 00:00:00,0.0,13.19,0.73,10.11,0.0
2023-01-07 01:00:00,0.0,13.17,0.65,10.0,0.0
2023-01-07 02:00:00,0.0,13.04,0.28,9.95,0.0
2023-01-07 03:00:00,0.0,12.78,0.15,9.94,0.0
2023-01-07 04:00:00,0.0,12.61,0.39,9.9,0.0
2023-01-07 05:00:00,11.18,12.83,0.6,9.78,0.02625
2023-01-07 06:00:00,159.95,15.01,0.07,9.56,1.421
2023-01-07 07:00:00,416.5,17.95,2.24,9.23,5.19625
2023-01-07 08:00:00,540.85,20.1,4.01,9.22,9.90625
2023-01-07 09:00:00,632.25,21.64,5.29,9.4,13.76825
2023-01-07 10:00:00,697.29,22.67,6.2,9.63,16.4375
2023-01-07 11:00:00,808.82,23.28,6.49,9.81,18.07425
2023-01-07 12:00:00,852.58,23.58,6.66,9.89,18.70375
2023-01-07 13:00:00,747.42,23.36,6.95,9.93,17.8625
2023-01-07 14:00:00,647.57,22.46,6.95,10.03,15.446
2023-01-07 15:00:00,395.49,21.23,6.48,10.09,12.01925
2023-01-07 16:00:00,322.46,19.81,5.74,10.14,7.7445
2023-01-07 17:00:00,150.02,17.92,4.75,10.25,2.3025
2023-01-07 18:00:00,3.78,15.89,3.24,10.47,0.36524999999999996
2023-01-07 19:00:00,0.0,15.1,1.46,10.57,0.0
2023-01-07 20:00:00,0.0,15.1,0.82,10.51,0.0
2023-01-07 21:00:00,0.0,14.92,0.75,10.47,0.0
2023-01-07 22:00:00,0.0,14.54,0.68,10.48,0.0
2023-01-07 23:00:00,0.0,14.2,0.63,10.41,0.0
2023-01-08 00:00:00,0.0,14.04,0.62,10.29,0.0
2023-01-08 01:00:00,0.0,13.88,0.58,10.16,0.0
2023-01-08 02:00:00,0.0,13.81,0.5,10.05,0.0
2023-01-08 03:00:00,0.0,13.75,0.38,9.94,0.0
2023-01-08 04:00:00,0.0,13.69,0.33,9.82,0.0
2023-01-08 05:00:00,80.52,13.77,0.34,9.67,0.0
2023-01-08 06:00:00,512.37,16.02,0.28,9.45,1.1600000000000001
2023-01-08 07:00:00,625.79,18.8,2.3,9.25,5.06625
2023-01-08 08:00:00,741.62,21.08,3.98,9.1,9.913499999999999
2023-01-08 09:00:00,859.96,22.73,5.41,9.2,13.9635
2023-01-08 10:00:00,813.62,23.76,6.48,9.45,16.918
2023-01-08 11:00:00,805.36,24.22,7.18,9.76,18.6715
2023-01-08 12:00:00,784.76,24.17,7.47,10.04,18.955750000000002
2023-01-08 13:00:00,711.38,23.77,7.59,10.2,18.01575
2023-01-08 14:00:00,619.92,22.9,7.46,10.23,15.73775
2023-01-08 15:00:00,577.46,21.66,6.92,10.17,12.10975
2023-01-08 16:00:00,468.0,20.2,6.02,10.05,7.48325
2023-01-08 17:00:00,194.01,18.39,4.95,9.99,2.6635
2023-01-08 18:00:00,6.41,16.21,3.65,10.16,0.24050000000000002
2023-01-08 19:00:00,0.0,14.98,1.97,10.33,0.0
2023-01-08 20:00:00,0.0,14.71,1.07,10.29,0.0
2023-01-08 21:00:00,0.0,14.51,0.68,10.18,0.0
2023-01-08 22:00:00,0.0,14.23,0.46,10.11,0.0
2023-01-08 23:00:00,0.0,13.99,0.5,10.02,0.0
2023-01-09 00:00:00,0.0,13.74,0.62,9.92,0.0
2023-01-09 01:00:00,0.0,13.45,0.47,9.88,0.0
2023-01-09 02:00:00,0.0,13.13,0.14,9.85,0.0
2023-01-09 03:00:00,0.0,12.87,0.28,9.78,0.0
2023-01-09 04:00:00,0.0,12.75,0.62,9.63,0.0
2023-01-09 05:00:00,39.98,12.98,0.76,9.39,0.0
2023-01-09 06:00:00,367.92,15.76,0.3,9.06,1.09
2023-01-09 07:00:00,527.18,18.63,2.19,8.68,5.0009999999999994
2023-01-09 08:00:00,731.12,20.63,3.95,8.55,10.1235
2023-01-09 09:00:00,820.38,22.13,5.22,8.65,14.11875
2023-01-09 10:00:00,886.74,23.15,6.26,8.86,16.99675
2023-01-09 11:00:00,803.2,23.68,6.9,9.05,18.468249999999998
2023-01-09 12:00:00,865.6,23.89,7.18,9.11,18.8565
2023-01-09 13:00:00,837.09,23.71,7.29,9.04,17.781
2023-01-09 14:00:00,709.77,23.05,7.25,8.91,14.97625
2023-01-09 15:00:00,645.89,21.87,6.87,8.75,11.701
2023-01-09 16:00:00,530.04,20.23,6.26,8.67,6.87075
2023-01-09 17:00:00,395.77,18.1,5.25,8.76,2.81925
2023-01-09 18:00:00,37.17,15.55,3.77,9.11,0.25575
2023-01-09 19:00:00,0.0,14.13,2.01,9.39,0.0
2023-01-09 20:00:00,0.0,13.75,1.14,9.39,0.0
2023-01-09 21:00:00,0.0,13.4,0.56,9.28,0.0
2023-01-09 22:00:00,0.0,12.98,0.51,9.1,0.0
2023-01-09 23:00:00,0.0,12.71,0.95,8.79,0.0
2023-01-10 00:00:00,0.0,12.63,1.14,8.5,0.0
2023-01-10 01:00:00,0.0,12.65,1.02,8.25,0.0
2023-01-10 02:00:00,0.0,12.46,0.99,8.06,0.0
2023-01-10 03:00:00,0.0,12.23,1.13,7.86,0.0
2023-01-10 04:00:00,0.0,12.11,1.35,7.59,0.0
2023-01-10 05:00:00,190.08,12.46,1.52,7.23,0.0
2023-01-10 06:00:00,570.14,16.25,1.26,6.88,1.116
2023-01-10 07:00:00,789.35,19.62,1.32,6.41,5.2695
2023-01-10 08:00:00,1025.39,21.97,3.56,6.22,10.11575
2023-01-10 09:00:00,1071.44,23.45,5.13,6.46,14.06125
2023-01-10 10:00:00,993.92,24.34,6.14,6.89,16.95625
2023-01-10 11:00:00,1022.44,24.86,6.64,7.26,18.54325
2023-01-10 12:00:00,1025.03,25.15,6.89,7.34,18.951999999999998
2023-01-10 13:00:00,891.44,25.07,7.1,7.23,18.17175
2023-01-10 14:00:00,928.38,24.32,7.13,7.22,15.84775
2023-01-10 15:00:00,871.83,22.98,6.85,7.3,12.349
2023-01-10 16:00:00,663.47,21.16,6.24,7.43,7.74025
2023-01-10 17:00:00,318.54,18.81,5.29,7.65,2.71525
2023-01-10 18:00:00,11.58,15.99,3.64,8.16,0.20099999999999998
2023-01-10 19:00:00,0.0,14.47,1.55,8.56,0.0
2023-01-10 20:00:00,0.0,14.04,0.68,8.56,0.0
2023-01-10 21:00:00,0.0,13.71,0.57,8.47,0.0
2023-01-10 22:00:00,0.0,13.16,0.35,8.44,0.0
2023-01-10 23:00:00,0.0,12.86,0.7,8.27,0.0
2023-01-11 00:00:00,0.0,12.93,0.91,7.98,0.0
2023-01-11 01:00:00,0.0,12.97,0.92,7.72,0.0
2023-01-11 02:00:00,0.0,13.03,0.79,7.54,0.0
2023-01-11 03:00:00,0.0,12.86,0.52,7.44,0.0
2023-01-11 04:00:00,0.0,12.64,0.55,7.32,0.0
2023-01-11 05:00:00,47.47,12.8,0.74,7.1,0.0
2023-01-11 06:00:00,314.85,15.7,0.36,6.94,1.1395
2023-01-11 07:00:00,506.74,18.89,2.11,6.71,5.27
2023-01-11 08:00:00,727.09,21.06,4.17,6.65,10.3235
2023-01-11 09:00:00,707.61,22.75,5.6,6.52,14.29625
2023-01-11 10:00:00,770.26,23.77,6.62,6.43,17.2535
2023-01-11 11:00:00,718.06,24.18,7.06,6.58,19.087
2023-01-11 12:00:00,712.19,24.22,7.24,6.77,19.23875
2023-01-11 13:00:00,828.68,23.87,7.31,6.98,18.339750000000002
2023-01-11 14:00:00,663.53,23.08,7.22,7.24,15.99925
2023-01-11 15:00:00,602.17,21.8,6.89,7.56,12.382
2023-01-11 16:00:00,541.67,19.99,6.26,7.92,7.68925
2023-01-11 17:00:00,262.42,17.6,5.23,8.36,2.751
2023-01-11 18:00:00,17.72,14.87,3.61,8.98,0.2505
2023-01-11 19:00:00,0.0,13.76,1.74,9.31,0.0
2023-01-11 20:00:00,0.0,13.57,1.12,9.2,0.0
2023-01-11 21:00:00,0.0,13.41,0.93,8.98,0.0
2023-01-11 22:00:00,0.0,13.16,0.98,8.91,0.0
2023-01-11 23:00:00,0.0,12.98,1.1,8.83,0.0
2023-01-12 00:00:00,0.0,12.9,0.96,8.73,0.0
2023-01-12 01:00:00,0.0,12.74,0.62,8.64,0.0
2023-01-12 02:00:00,0.0,12.59,0.52,8.6,0.0
2023-01-12 03:00:00,0.0,12.43,0.55,8.57,0.0
2023-01-12 04:00:00,0.0,12.21,0.64,8.52,0.0
2023-01-12 05:00:00,14.48,12.24,0.77,8.43,0.012
2023-01-12 06:00:00,274.98,14.58,0.69,8.31,1.79575
2023-01-12 07:00:00,534.48,17.67,2.46,8.14,5.5337499999999995
2023-01-12 08:00:00,699.71,20.04,4.32,8.06,10.059249999999999
2023-01-12 09:00:00,817.31,21.69,5.47,8.16,13.88625
2023-01-12 10:00:00,794.25,22.94,6.3,8.3,16.80175
2023-01-12 11:00:00,800.92,23.71,7.18,8.49,18.606
2023-01-12 12:00:00,796.28,23.72,7.69,8.78,19.0305
2023-01-12 13:00:00,845.32,23.05,7.66,9.12,18.11925
2023-01-12 14:00:00,879.61,22.15,7.05,9.39,15.60925
2023-01-12 15:00:00,784.32,21.17,6.5,9.5,12.16825
2023-01-12 16:00:00,692.44,19.64,6.0,9.62,7.72175
2023-01-12 17:00:00,396.73,17.39,5.0,9.84,2.773
2023-01-12 18:00:00,18.67,15.1,3.43,10.09,0.21975
2023-01-12 19:00:00,0.0,14.17,1.79,10.2,0.0
2023-01-12 20:00:00,0.0,13.93,1.12,10.12,0.0
2023-01-12 21:00:00,0.0,13.76,1.07,9.98,0.0
2023-01-12 22:00:00,0.0,13.5,1.13,9.84,0.0
2023-01-12 23:00:00,0.0,13.18,0.9,9.71,0.0
2023-01-13 00:00:00,0.0,12.97,0.74,9.55,0.0
2023-01-13 01:00:00,0.0,12.9,0.64,9.37,0.0
2023-01-13 02:00:00,0.0,12.79,0.55,9.2,0.0
2023-01-13 03:00:00,0.0,12.54,0.51,9.01,0.0
2023-01-13 04:00:00,0.0,12.38,0.49,8.8,0.0
2023-01-13 05:00:00,67.37,12.58,0.54,8.58,0.0
2023-01-13 06:00:00,412.74,15.46,0.24,8.4,1.05025
2023-01-13 07:00:00,752.65,18.54,2.14,8.21,5.0215
2023-01-13 08:00:00,979.19,21.09,3.92,7.96,9.92775
2023-01-13 09:00:00,998.9,22.99,5.24,7.84,13.96125
2023-01-13 10:00:00,998.5,24.25,6.16,7.95,16.793499999999998
2023-01-13 11:00:00,1012.86,24.96,6.93,8.12,18.419249999999998
2023-01-13 12:00:00,1012.22,25.02,7.47,8.32,18.8265
2023-01-13 13:00:00,974.19,24.55,7.63,8.51,17.873
2023-01-13 14:00:00,989.33,23.64,7.52,8.64,15.78275
2023-01-13 15:00:00,922.09,22.28,7.18,8.73,12.266
2023-01-13 16:00:00,787.77,20.35,6.42,8.96,7.66625
2023-01-13 17:00:00,475.17,17.9,5.2,9.28,2.751
2023-01-13 18:00:00,31.38,15.36,3.58,9.72,0.2035
2023-01-13 19:00:00,0.0,14.31,2.22,9.94,0.0
2023-01-13 20:00:00,0.0,14.09,1.59,9.8,0.0
2023-01-13 21:00:00,0.0,13.76,1.27,9.59,0.0
2023-01-13 22:00:00,0.0,13.21,1.06,9.44,0.0
2023-01-13 23:00:00,0.0,12.76,0.89,9.16,0.0
2023-01-14 00:00:00,0.0,12.49,0.82,8.75,0.0
2023-01-14 01:00:00,0.0,12.19,0.9,8.28,0.0
2023-01-14 02:00:00,0.0,11.86,0.98,7.8,0.0
2023-01-14 03:00:00,0.0,11.57,1.05,7.27,0.0
2023-01-14 04:00:00,0.0,11.4,1.07,6.71,0.0
2023-01-14 05:00:00,46.76,11.67,1.09,6.19,0.0
2023-01-14 06:00:00,474.22,15.35,0.69,5.83,1.02975
2023-01-14 07:00:00,723.94,18.79,1.88,5.79,5.09075
2023-01-14 08:00:00,1000.0,21.08,3.99,5.72,9.98475
2023-01-14 09:00:00,1034.51,22.63,5.24,5.89,13.9705
2023-01-14 10:00:00,1002.95,23.69,6.16,6.2,16.80925
2023-01-14 11:00:00,1029.25,24.28,6.65,6.54,18.1965
2023-01-14 12:00:00,1025.59,24.55,6.96,6.75,18.56175
2023-01-14 13:00:00,903.21,24.21,7.2,7.01,17.9205
2023-01-14 14:00:00,963.74,23.27,7.18,7.27,15.71
2023-01-14 15:00:00,974.84,21.87,6.75,7.48,12.2625
2023-01-14 16:00:00,805.25,20.07,6.09,7.71,7.7357499999999995
2023-01-14 17:00:00,518.7,17.55,5.2,8.17,2.772
2023-01-14 18:00:00,37.64,14.71,3.64,8.83,0.19799999999999998
2023-01-14 19:00:00,0.0,13.43,2.01,9.21,0.0
2023-01-14 20:00:00,0.0,13.2,1.49,9.17,0.0
2023-01-14 21:00:00,0.0,13.07,1.41,9.02,0.0
2023-01-14 22:00:00,0.0,12.7,1.44,8.97,0.0
2023-01-14 23:00:00,0.0,12.35,1.19,8.92,0.0
2023-01-15 00:00:00,0.0,12.11,0.96,8.79,0.0
2023-01-15 01:00:00,0.0,11.94,0.95,8.61,0.0
2023-01-15 02:00:00,0.0,11.8,1.01,8.45,0.0
2023-01-15 03:00:00,0.0,11.62,1.06,8.26,0.0
2023-01-15 04:00:00,0.0,11.44,1.03,8.0,0.0
2023-01-15 05:00:00,138.05,11.53,1.32,7.63,0.0
2023-01-15 06:00:00,723.57,14.99,1.42,7.29,1.01775
2023-01-15 07:00:00,800.79,18.22,2.4,7.22,4.98825
2023-01-15 08:00:00,1039.23,20.52,4.6,7.28,9.91025
2023-01-15 09:00:00,1050.79,21.93,6.13,7.56,13.936
2023-01-15 10:00:00,967.53,22.75,6.92,7.96,16.73225
2023-01-15 11:00:00,954.69,23.29,7.3,8.29,18.377000000000002
2023-01-15 12:00:00,844.1,23.44,7.54,8.53,19.03675
2023-01-15 13:00:00,702.03,23.07,7.63,8.72,18.15475
2023-01-15 14:00:00,548.88,22.15,7.46,8.9,15.795250000000001
2023-01-15 15:00:00,505.66,20.75,6.83,9.06,12.27525
2023-01-15 16:00:00,288.3,19.1,5.99,9.18,6.854
2023-01-15 17:00:00,109.25,16.94,4.99,9.4,2.77175
2023-01-15 18:00:00,4.13,14.73,3.56,9.75,0.266
2023-01-15 19:00:00,0.0,13.74,1.84,9.97,0.0
2023-01-15 20:00:00,0.0,13.37,0.93,10.0,0.0
2023-01-15 21:00:00,0.0,12.92,0.7,9.99,0.0
2023-01-15 22:00:00,0.0,12.61,0.67,9.88,0.0
2023-01-15 23:00:00,0.0,12.39,0.69,9.67,0.0
2023-01-16 00:00:00,0.0,12.14,0.69,9.43,0.0
2023-01-16 01:00:00,0.0,12.07,0.69,9.19,0.0
2023-01-16 02:00:00,0.0,12.01,0.82,8.98,0.0
2023-01-16 03:00:00,0.0,12.01,0.91,8.77,0.0
2023-01-16 04:00:00,0.0,12.04,0.91,8.57,0.0
2023-01-16 05:00:00,12.12,12.32,0.91,8.37,0.0
2023-01-16 06:00:00,223.0,15.14,0.64,8.17,0.98275
2023-01-16 07:00:00,477.67,18.31,2.46,8.18,4.8905
2023-01-16 08:00:00,772.28,20.67,4.52,8.35,9.53275
2023-01-16 09:00:00,876.93,22.17,5.89,8.64,13.64325
2023-01-16 10:00:00,929.34,23.16,6.66,8.77,16.709
2023-01-16 11:00:00,820.0,23.82,7.08,8.55,18.44825
2023-01-16 12:00:00,726.87,24.05,7.23,8.29,18.849249999999998
2023-01-16 13:00:00,636.18,23.71,7.3,8.07,17.999
2023-01-16 14:00:00,640.91,22.8,7.3,7.94,15.72975
2023-01-16 15:00:00,494.66,21.33,6.83,8.01,12.21775
2023-01-16 16:00:00,371.34,19.53,5.97,8.19,7.448
2023-01-16 17:00:00,213.93,17.38,4.88,8.49,2.74775
2023-01-16 18:00:00,10.02,15.14,3.41,8.99,0.26
2023-01-16 19:00:00,0.0,14.02,1.6,9.4,0.0
2023-01-16 20:00:00,0.0,13.72,0.52,9.5,0.0
2023-01-16 21:00:00,0.0,13.44,0.3,9.53,0.0
2023-01-16 22:00:00,0.0,13.15,0.23,9.53,0.0
2023-01-16 23:00:00,0.0,12.95,0.18,9.49,0.0
2023-01-17 00:00:00,0.0,12.77,0.16,9.44,0.0
2023-01-17 01:00:00,0.0,12.52,0.36,9.4,0.0
2023-01-17 02:00:00,0.0,12.33,0.74,9.29,0.0
2023-01-17 03:00:00,0.0,12.28,0.85,9.11,0.0
2023-01-17 04:00:00,0.0,12.51,0.88,8.94,0.0
2023-01-17 05:00:00,40.04,12.99,0.78,8.83,0.0
2023-01-17 06:00:00,352.81,15.45,0.5,8.73,1.02725
2023-01-17 07:00:00,631.51,18.07,1.82,8.62,4.851
2023-01-17 08:00:00,695.85,20.49,3.45,8.38,9.611
2023-01-17 09:00:00,711.86,22.15,4.68,8.46,13.625499999999999
2023-01-17 10:00:00,687.11,23.17,5.57,8.63,16.68525
2023-01-17 11:00:00,654.07,23.52,5.98,8.83,18.228749999999998
2023-01-17 12:00:00,549.94,23.51,6.09,9.0,18.78575
2023-01-17 13:00:00,400.08,23.0,6.12,9.22,18.32325
2023-01-17 14:00:00,250.11,22.02,6.0,9.46,14.929
2023-01-17 15:00:00,214.97,20.67,5.58,9.69,12.244
2023-01-17 16:00:00,117.34,19.07,4.92,9.98,8.15425
2023-01-17 17:00:00,50.73,17.37,4.12,10.34,3.4055
2023-01-17 18:00:00,1.51,15.91,3.1,10.7,0.28675
2023-01-17 19:00:00,0.0,15.33,2.04,10.87,0.0
2023-01-17 20:00:00,0.0,15.19,1.31,10.91,0.0
2023-01-17 21:00:00,0.0,15.06,0.95,10.93,0.0
2023-01-17 22:00:00,0.0,14.69,0.97,10.94,0.0
2023-01-17 23:00:00,0.0,14.31,0.82,10.88,0.0
2023-01-18 00:00:00,0.0,14.21,0.68,10.78,0.0
2023-01-18 01:00:00,0.0,14.06,0.59,10.72,0.0
2023-01-18 02:00:00,0.0,13.73,0.16,10.68,0.0
2023-01-18 03:00:00,0.0,13.41,0.36,10.62,0.0
2023-01-18 04:00:00,0.0,13.26,0.16,10.56,0.0
