datetime,DNI,Temperatura,Viento,Humedad,REPARTICION_ARCUS
2023-07-29 23:00:00,0.0,13.76,1.53,5.85,0.0
2023-07-30 00:00:00,0.0,13.63,1.66,5.77,0.0
2023-07-30 01:00:00,0.0,13.5,1.77,5.76,0.0
2023-07-30 02:00:00,0.0,13.22,1.92,5.8,0.0
2023-07-30 03:00:00,0.0,12.94,2.09,5.89,0.0
2023-07-30 04:00:00,0.0,12.87,2.36,5.96,0.0
2023-07-30 05:00:00,0.0,13.0,2.41,5.95,0.0
2023-07-30 06:00:00,165.22,13.85,2.28,6.05,0.1892875
2023-07-30 07:00:00,484.09,18.11,2.02,6.42,2.8845025
2023-07-30 08:00:00,776.58,21.21,0.94,6.32,8.389624999999999
2023-07-30 09:00:00,863.85,22.7,2.93,6.43,12.254472499999999
2023-07-30 10:00:00,832.76,23.41,4.14,6.8,12.517205
2023-07-30 11:00:00,738.96,23.69,4.74,7.16,0.0
2023-07-30 12:00:00,700.42,23.8,4.92,7.38,1.4534675
2023-07-30 13:00:00,678.85,23.58,5.02,7.48,16.652285
2023-07-30 14:00:00,621.63,22.85,4.79,7.52,14.1860075
2023-07-30 15:00:00,461.9,21.64,4.07,7.55,10.426635
2023-07-30 16:00:00,360.32,19.92,3.03,7.56,5.8020925
2023-07-30 17:00:00,31.1,16.87,1.12,7.81,0.611725
2023-07-30 18:00:00,0.0,15.59,0.78,7.75,0.0
2023-07-30 19:00:00,0.0,15.54,1.77,7.37,0.0
2023-07-30 20:00:00,0.0,15.69,1.87,7.11,0.0
2023-07-30 21:00:00,0.0,15.5,1.78,7.06,0.0
2023-07-30 22:00:00,0.0,15.13,1.78,7.13,0.0
2023-07-30 23:00:00,0.0,14.94,1.65,7.21,0.0
2023-07-31 00:00:00,0.0,14.6,1.33,7.35,0.0
2023-07-31 01:00:00,0.0,14.2,1.11,7.48,0.0
2023-07-31 02:00:00,0.0,14.03,1.16,7.54,0.0
2023-07-31 03:00:00,0.0,14.11,1.33,7.49,0.0
2023-07-31 04:00:00,0.0,14.19,1.36,7.39,0.0
2023-07-31 05:00:00,0.0,14.0,1.15,7.37,0.0
2023-07-31 06:00:00,98.98,13.99,0.93,7.51,0.1432675
2023-07-31 07:00:00,544.17,16.56,0.76,7.77,3.64499
2023-07-31 08:00:00,715.26,19.54,0.96,7.53,8.464545000000001
2023-07-31 09:00:00,893.6,21.71,2.76,7.53,12.54936
2023-07-31 10:00:00,847.67,23.06,4.01,7.64,15.4110875
2023-07-31 11:00:00,833.82,23.63,4.94,7.87,16.975115
2023-07-31 12:00:00,738.57,23.66,5.27,8.09,17.229335
2023-07-31 13:00:00,622.8,23.38,5.34,8.2,16.44866
2023-07-31 14:00:00,637.43,22.64,5.03,8.23,14.1823875
2023-07-31 15:00:00,456.6,21.4,4.32,8.24,10.6031025
2023-07-31 16:00:00,330.71,19.52,3.31,8.32,6.48742
2023-07-31 17:00:00,52.84,16.76,1.61,8.6,1.513415
2023-07-31 18:00:00,0.0,15.34,0.26,8.84,0.0
2023-07-31 19:00:00,0.0,15.27,1.26,8.46,0.0
2023-07-31 20:00:00,0.0,15.77,0.9,8.13,0.0
2023-07-31 21:00:00,0.0,15.28,0.83,7.98,0.0
2023-07-31 22:00:00,0.0,14.53,1.18,7.82,0.0
2023-07-31 23:00:00,0.0,14.1,1.45,7.56,0.0
2023-08-01 00:00:00,0.0,13.7,1.5,7.24,0.0
2023-08-01 01:00:00,0.0,13.34,1.75,6.93,0.0
2023-08-01 02:00:00,0.0,13.29,2.13,6.58,0.0
2023-08-01 03:00:00,0.0,13.35,2.75,6.23,0.0
2023-08-01 04:00:00,0.0,13.35,3.42,5.76,0.0
2023-08-01 05:00:00,0.0,13.38,3.56,5.24,0.0
2023-08-01 06:00:00,127.65,14.31,3.36,4.9,0.2358875
2023-08-01 07:00:00,596.89,18.63,2.76,4.98,4.0172325
2023-08-01 08:00:00,730.27,21.58,0.77,5.47,8.934167500000001
2023-08-01 09:00:00,920.64,23.22,2.67,5.85,13.03819
2023-08-01 10:00:00,860.96,24.37,3.72,6.06,16.0279325
2023-08-01 11:00:00,972.9,25.05,4.64,6.29,17.609835
2023-08-01 12:00:00,928.82,25.14,5.33,6.6,17.730745
2023-08-01 13:00:00,927.5,24.55,5.71,6.98,16.5977575
2023-08-01 14:00:00,793.07,23.27,5.69,7.37,14.040845000000001
2023-08-01 15:00:00,682.0,21.41,4.99,7.71,10.1529925
2023-08-01 16:00:00,479.55,19.19,3.59,7.89,5.1196
2023-08-01 17:00:00,97.71,16.32,1.83,8.24,0.8964675
2023-08-01 18:00:00,0.0,14.47,0.5,8.29,0.0
2023-08-01 19:00:00,0.0,14.09,1.45,7.94,0.0
2023-08-01 20:00:00,0.0,14.41,1.13,7.65,0.0
2023-08-01 21:00:00,0.0,14.13,0.88,7.54,0.0
2023-08-01 22:00:00,0.0,13.56,1.03,7.47,0.0
2023-08-01 23:00:00,0.0,13.28,1.29,7.29,0.0
2023-08-02 00:00:00,0.0,13.28,1.3,7.04,0.0
2023-08-02 01:00:00,0.0,13.27,1.18,6.78,0.0
2023-08-02 02:00:00,0.0,13.17,1.16,6.52,0.0
2023-08-02 03:00:00,0.0,13.17,1.23,6.27,0.0
2023-08-02 04:00:00,0.0,13.28,1.26,6.05,0.0
2023-08-02 05:00:00,0.0,13.37,1.34,5.86,0.0
2023-08-02 06:00:00,111.34,13.9,1.44,5.79,0.1567925
2023-08-02 07:00:00,474.35,17.62,0.96,5.93,3.643595
2023-08-02 08:00:00,742.84,20.6,2.22,6.1,8.575065
2023-08-02 09:00:00,888.72,22.37,3.86,6.08,12.709555
2023-08-02 10:00:00,901.82,23.41,4.85,6.17,15.6772375
2023-08-02 11:00:00,950.49,23.89,5.41,6.23,17.3381875
2023-08-02 12:00:00,899.0,23.9,5.75,6.16,17.687945
2023-08-02 13:00:00,842.78,23.36,5.71,6.15,16.7933
2023-08-02 14:00:00,896.54,22.39,5.37,6.16,14.40474
2023-08-02 15:00:00,736.14,20.94,4.62,6.21,10.73632
2023-08-02 16:00:00,660.09,18.9,3.6,6.32,6.152325
2023-08-02 17:00:00,121.68,15.4,1.84,6.99,1.3366099999999999
2023-08-02 18:00:00,0.0,13.44,0.84,7.1,0.001695
2023-08-02 19:00:00,0.0,13.18,1.78,6.57,0.0
2023-08-02 20:00:00,0.0,13.8,1.16,6.19,0.0
2023-08-02 21:00:00,0.0,13.38,0.85,6.11,0.0
2023-08-02 22:00:00,0.0,12.88,1.05,6.04,0.0
2023-08-02 23:00:00,0.0,12.7,1.21,5.93,0.0
2023-08-03 00:00:00,0.0,12.53,1.24,5.82,0.0
2023-08-03 01:00:00,0.0,12.43,1.25,5.76,0.0
2023-08-03 02:00:00,0.0,12.32,1.25,5.72,0.0
2023-08-03 03:00:00,0.0,12.19,1.27,5.67,0.0
2023-08-03 04:00:00,0.0,12.12,1.39,5.6,0.0
2023-08-03 05:00:00,0.0,11.99,1.52,5.48,0.0
2023-08-03 06:00:00,142.96,12.57,1.45,5.44,0.1017
2023-08-03 07:00:00,503.22,16.49,0.96,5.62,2.6487
2023-08-03 08:00:00,666.04,19.67,2.05,5.56,8.613900000000001
2023-08-03 09:00:00,923.94,21.29,3.68,5.69,12.477
2023-08-03 10:00:00,889.49,22.17,4.76,5.93,15.2301
2023-08-03 11:00:00,789.24,22.41,5.3,6.18,16.8419
2023-08-03 12:00:00,726.35,22.31,5.41,6.3,17.0572
2023-08-03 13:00:00,616.79,21.93,5.46,6.27,16.0457
2023-08-03 14:00:00,629.38,21.03,5.17,6.21,14.1689
2023-08-03 15:00:00,527.9,19.72,4.01,6.11,9.833
2023-08-03 16:00:00,363.45,18.28,2.69,5.92,5.420599999999999
2023-08-03 17:00:00,92.44,16.0,1.33,6.16,0.9107
2023-08-03 18:00:00,0.0,14.56,1.08,6.18,0.0
2023-08-03 19:00:00,0.0,14.74,1.65,5.87,0.0
2023-08-03 20:00:00,0.0,14.77,1.57,5.76,0.0
2023-08-03 21:00:00,0.0,14.28,1.84,5.88,0.0
2023-08-03 22:00:00,0.0,14.1,2.03,6.06,0.0
2023-08-03 23:00:00,0.0,14.23,2.1,6.22,0.0
2023-08-04 00:00:00,0.0,14.21,1.98,6.41,0.0
2023-08-04 01:00:00,0.0,13.94,1.75,6.59,0.0
2023-08-04 02:00:00,0.0,13.79,1.54,6.76,0.0
2023-08-04 03:00:00,0.0,13.78,1.51,6.84,0.0
2023-08-04 04:00:00,0.0,13.87,1.55,6.84,0.0
2023-08-04 05:00:00,0.0,13.89,1.46,6.81,0.0
2023-08-04 06:00:00,165.06,14.25,1.38,6.81,0.0443
2023-08-04 07:00:00,574.3,18.21,1.02,6.84,3.8141
2023-08-04 08:00:00,695.29,21.39,1.76,6.48,8.658000000000001
2023-08-04 09:00:00,945.49,23.02,3.44,6.44,12.4726
2023-08-04 10:00:00,882.87,23.79,4.62,6.64,15.31
2023-08-04 11:00:00,786.01,24.0,5.52,6.83,16.8218
2023-08-04 12:00:00,660.25,23.55,5.99,7.03,17.1963
2023-08-04 13:00:00,615.78,22.61,6.02,7.2,16.3465
2023-08-04 14:00:00,626.84,21.27,5.54,7.32,13.8533
2023-08-04 15:00:00,449.7,19.71,4.51,7.35,10.1908
2023-08-04 16:00:00,309.78,18.06,3.25,7.31,5.4091000000000005
2023-08-04 17:00:00,73.12,15.51,1.87,7.53,1.1405
2023-08-04 18:00:00,0.0,13.71,0.66,7.63,0.0
2023-08-04 19:00:00,0.0,13.53,1.62,7.3,0.0
2023-08-04 20:00:00,0.0,14.09,1.01,7.04,0.0
2023-08-04 21:00:00,0.0,14.01,0.61,7.03,0.0
2023-08-04 22:00:00,0.0,13.75,0.72,7.05,0.0
2023-08-04 23:00:00,0.0,13.67,0.78,7.02,0.0
2023-08-05 00:00:00,0.0,13.55,0.69,6.99,0.0
2023-08-05 01:00:00,0.0,13.25,0.68,6.96,0.0
2023-08-05 02:00:00,0.0,12.97,0.85,6.9,0.0
2023-08-05 03:00:00,0.0,12.84,1.08,6.77,0.0
2023-08-05 04:00:00,0.0,12.83,1.2,6.61,0.0
2023-08-05 05:00:00,0.0,12.77,1.21,6.48,0.0
2023-08-05 06:00:00,196.97,13.22,1.17,6.45,0.6405000000000001
2023-08-05 07:00:00,643.57,17.0,0.66,6.54,5.0355
2023-08-05 08:00:00,811.95,19.7,2.09,6.41,9.8117
2023-08-05 09:00:00,899.05,21.33,3.77,6.3,13.5354
2023-08-05 10:00:00,924.15,22.1,4.91,6.43,16.177
2023-08-05 11:00:00,682.69,22.39,5.55,6.55,17.2967
2023-08-05 12:00:00,691.02,22.1,5.83,6.67,16.988100000000003
2023-08-05 13:00:00,662.77,21.52,5.7,6.64,15.6463
2023-08-05 14:00:00,729.08,20.47,5.43,6.65,13.3058
2023-08-05 15:00:00,623.36,18.97,4.71,6.69,8.4027
2023-08-05 16:00:00,544.11,17.09,3.65,6.76,4.0574
2023-08-05 17:00:00,80.09,14.33,2.13,7.19,0.26039999999999996
2023-08-05 18:00:00,0.0,12.82,0.63,7.34,0.0
2023-08-05 19:00:00,0.0,12.82,1.06,7.11,0.0
2023-08-05 20:00:00,0.0,13.18,0.73,6.97,0.0
2023-08-05 21:00:00,0.0,12.98,1.03,6.98,0.0
2023-08-05 22:00:00,0.0,12.75,1.31,6.89,0.0
2023-08-05 23:00:00,0.0,12.73,1.2,6.78,0.0
2023-08-06 00:00:00,0.0,12.81,1.01,6.73,0.0
2023-08-06 01:00:00,0.0,12.73,1.06,6.65,0.0
2023-08-06 02:00:00,0.0,12.54,1.25,6.53,0.0
2023-08-06 03:00:00,0.0,12.49,1.42,6.4,0.0
2023-08-06 04:00:00,0.0,12.52,1.41,6.31,0.0
2023-08-06 05:00:00,0.0,12.44,1.2,6.31,0.0
2023-08-06 06:00:00,232.87,12.76,1.05,6.39,0.6986
2023-08-06 07:00:00,576.36,16.43,0.62,6.51,5.427
2023-08-06 08:00:00,761.74,19.55,1.67,6.18,9.904499999999999
2023-08-06 09:00:00,906.78,21.26,3.23,6.22,13.4237
2023-08-06 10:00:00,917.25,22.32,4.1,6.48,16.1705
2023-08-06 11:00:00,936.43,22.88,4.69,6.73,17.348399999999998
2023-08-06 12:00:00,897.23,23.06,5.06,6.81,17.4069
2023-08-06 13:00:00,905.02,22.67,5.42,6.84,16.0898
2023-08-06 14:00:00,836.24,21.47,5.21,6.96,13.3729
2023-08-06 15:00:00,723.19,19.91,4.44,7.04,9.4613
2023-08-06 16:00:00,522.17,18.02,3.36,7.11,4.5119
2023-08-06 17:00:00,110.68,15.0,1.65,7.51,0.4472
2023-08-06 18:00:00,0.0,13.38,0.71,7.61,0.0
2023-08-06 19:00:00,0.0,13.26,1.6,7.11,0.0
2023-08-06 20:00:00,0.0,14.24,1.18,6.63,0.0
2023-08-06 21:00:00,0.0,14.17,1.07,6.42,0.0
2023-08-06 22:00:00,0.0,13.71,1.41,6.21,0.0
2023-08-06 23:00:00,0.0,13.65,1.61,5.94,0.0
2023-08-07 00:00:00,0.0,13.74,1.5,5.74,0.0
2023-08-07 01:00:00,0.0,13.44,1.39,5.67,0.0
2023-08-07 02:00:00,0.0,12.96,1.23,5.71,0.0
2023-08-07 03:00:00,0.0,12.33,0.98,5.85,0.0
2023-08-07 04:00:00,0.0,11.75,0.97,6.02,0.0
2023-08-07 05:00:00,0.0,11.47,1.25,6.08,0.0
2023-08-07 06:00:00,206.42,12.19,1.43,6.06,0.7009000000000001
2023-08-07 07:00:00,709.11,16.67,0.82,6.13,5.1264
2023-08-07 08:00:00,888.1,20.16,1.64,5.66,9.6287
2023-08-07 09:00:00,971.23,22.07,3.03,5.6,13.234100000000002
2023-08-07 10:00:00,927.62,23.28,4.04,5.78,15.682
2023-08-07 11:00:00,979.04,23.83,4.73,6.01,16.8525
2023-08-07 12:00:00,914.85,23.95,4.95,6.1,16.9503
2023-08-07 13:00:00,828.93,23.78,4.85,6.05,15.6165
2023-08-07 14:00:00,913.78,23.04,4.5,6.14,13.170300000000001
2023-08-07 15:00:00,742.03,21.71,3.92,6.23,9.2646
2023-08-07 16:00:00,553.02,19.62,3.11,6.37,4.4246
2023-08-07 17:00:00,187.11,15.98,1.74,7.03,0.4255
2023-08-07 18:00:00,0.0,14.29,0.45,7.14,0.0
2023-08-07 19:00:00,0.0,14.03,1.24,6.69,0.0
2023-08-07 20:00:00,0.0,14.14,0.84,6.34,0.0
2023-08-07 21:00:00,0.0,13.85,1.0,6.09,0.0
2023-08-07 22:00:00,0.0,13.98,1.28,5.65,0.0
2023-08-07 23:00:00,0.0,14.44,1.09,5.21,0.0
2023-08-08 00:00:00,0.0,14.28,0.83,4.99,0.0
2023-08-08 01:00:00,0.0,13.68,0.87,4.92,0.0
2023-08-08 02:00:00,0.0,12.88,1.07,4.87,0.0
2023-08-08 03:00:00,0.0,12.2,1.24,4.82,0.0
2023-08-08 04:00:00,0.0,11.68,1.49,4.72,0.0
2023-08-08 05:00:00,0.0,11.43,1.82,4.52,0.0
2023-08-08 06:00:00,161.03,12.38,1.97,4.34,0.7044999999999999
2023-08-08 07:00:00,647.94,17.37,1.52,4.23,5.180400000000001
2023-08-08 08:00:00,791.38,21.06,1.2,3.98,9.8269
2023-08-08 09:00:00,937.79,22.72,3.02,4.21,13.4304
2023-08-08 10:00:00,925.88,23.66,4.11,4.59,15.7531
2023-08-08 11:00:00,930.6,24.15,4.89,4.91,17.2699
2023-08-08 12:00:00,929.69,24.16,5.32,5.21,17.259
2023-08-08 13:00:00,925.12,23.64,5.26,5.53,15.904499999999999
2023-08-08 14:00:00,952.36,22.75,4.83,5.76,13.2094
2023-08-08 15:00:00,793.08,21.53,4.08,5.88,9.3889
2023-08-08 16:00:00,575.67,19.87,3.08,5.91,4.5132
2023-08-08 17:00:00,154.62,16.59,1.44,6.43,0.4541
2023-08-08 18:00:00,0.0,14.81,0.76,6.38,0.0
2023-08-08 19:00:00,0.0,14.67,1.86,5.69,0.0
2023-08-08 20:00:00,0.0,15.15,1.68,5.07,0.0
2023-08-08 21:00:00,0.0,14.68,1.53,4.81,0.0
2023-08-08 22:00:00,0.0,13.77,1.67,4.68,0.0
2023-08-08 23:00:00,0.0,13.19,1.88,4.53,0.0
2023-08-09 00:00:00,0.0,12.85,2.03,4.36,0.0
2023-08-09 01:00:00,0.0,12.54,2.08,4.25,0.0
2023-08-09 02:00:00,0.0,12.16,2.12,4.15,0.0
2023-08-09 03:00:00,0.0,11.87,2.17,4.07,0.0
2023-08-09 04:00:00,0.0,11.68,2.3,4.0,0.0
2023-08-09 05:00:00,0.0,11.53,2.43,3.91,0.0
2023-08-09 06:00:00,261.89,12.74,2.36,3.87,0.7327
2023-08-09 07:00:00,675.62,17.95,2.07,3.87,5.1194
2023-08-09 08:00:00,876.01,21.56,0.5,3.88,9.7706
2023-08-09 09:00:00,914.34,23.17,2.72,4.28,13.2378
2023-08-09 10:00:00,941.19,24.1,4.01,4.73,15.5841
2023-08-09 11:00:00,948.33,24.56,4.96,5.07,17.0368
2023-08-09 12:00:00,946.99,24.29,5.58,5.54,17.3586
2023-08-09 13:00:00,912.42,23.34,5.76,6.04,15.966099999999999
2023-08-09 14:00:00,796.6,21.98,5.41,6.38,13.2759
2023-08-09 15:00:00,801.13,20.25,4.65,6.66,9.4496
2023-08-09 16:00:00,647.56,18.21,3.65,6.87,4.5937
2023-08-09 17:00:00,125.42,15.15,2.21,7.33,0.45410000000000006
2023-08-09 18:00:00,0.0,13.8,0.34,7.44,0.0
2023-08-09 19:00:00,0.0,13.4,1.56,6.97,0.0
2023-08-09 20:00:00,0.0,13.74,1.39,6.48,0.0
2023-08-09 21:00:00,0.0,13.85,1.42,6.1,0.0
2023-08-09 22:00:00,0.0,13.82,1.82,5.62,0.0
2023-08-09 23:00:00,0.0,13.86,1.95,5.13,0.0
2023-08-10 00:00:00,0.0,13.32,1.56,4.92,0.0
2023-08-10 01:00:00,0.0,11.88,1.02,5.09,0.0
2023-08-10 02:00:00,0.0,10.76,0.76,5.4,0.0
2023-08-10 03:00:00,0.0,10.15,0.83,5.57,0.0
2023-08-10 04:00:00,0.0,9.98,1.12,5.55,0.0
2023-08-10 05:00:00,0.0,9.72,1.32,5.46,0.0
2023-08-10 06:00:00,273.9,10.68,1.54,5.3,0.7583
2023-08-10 07:00:00,636.83,15.79,1.08,4.96,5.327
2023-08-10 08:00:00,776.43,19.51,1.85,4.83,10.2666
2023-08-10 09:00:00,943.45,21.79,3.69,4.87,14.1587
2023-08-10 10:00:00,943.31,22.82,4.55,5.13,16.7948
2023-08-10 11:00:00,876.82,23.54,5.06,5.35,17.8556
2023-08-10 12:00:00,947.12,23.84,5.46,5.56,17.7422
2023-08-10 13:00:00,844.97,23.62,5.77,5.78,16.4028
2023-08-10 14:00:00,822.7,22.67,5.81,6.06,13.6958
2023-08-10 15:00:00,797.06,21.17,5.35,6.33,9.7683
2023-08-10 16:00:00,673.09,18.89,4.78,6.7,4.72
2023-08-10 17:00:00,139.27,15.09,3.19,7.45,0.4903
2023-08-10 18:00:00,0.0,12.95,1.35,7.85,0.0
2023-08-10 19:00:00,0.0,12.7,1.29,7.53,0.0
2023-08-10 20:00:00,0.0,12.98,1.04,7.24,0.0
2023-08-10 21:00:00,0.0,12.83,1.05,7.04,0.0
2023-08-10 22:00:00,0.0,12.72,1.1,6.8,0.0
2023-08-10 23:00:00,0.0,12.7,1.06,6.57,0.0
2023-08-11 00:00:00,0.0,12.67,0.91,6.37,0.0
2023-08-11 01:00:00,0.0,12.57,0.75,6.24,0.0
2023-08-11 02:00:00,0.0,12.34,0.72,6.16,0.0
2023-08-11 03:00:00,0.0,11.86,0.84,6.09,0.0
2023-08-11 04:00:00,0.0,11.4,0.99,6.0,0.0
2023-08-11 05:00:00,0.0,11.1,1.13,5.9,0.0
2023-08-11 06:00:00,214.6,11.63,1.25,5.88,0.7808
2023-08-11 07:00:00,553.46,15.18,1.11,5.88,5.396
2023-08-11 08:00:00,781.11,18.44,1.64,5.96,10.0974
2023-08-11 09:00:00,874.11,20.44,3.66,6.17,13.5872
2023-08-11 10:00:00,894.0,21.62,4.71,6.42,16.084400000000002
2023-08-11 11:00:00,817.8,22.15,5.14,6.72,17.6695
2023-08-11 12:00:00,778.06,22.36,5.36,6.9,17.2669
2023-08-11 13:00:00,748.11,21.82,5.56,7.15,15.8962
2023-08-11 14:00:00,675.32,20.66,5.39,7.34,13.471499999999999
2023-08-11 15:00:00,607.75,19.07,4.62,7.49,9.8291
2023-08-11 16:00:00,376.64,17.21,3.5,7.59,4.7767
2023-08-11 17:00:00,61.96,14.52,2.19,7.88,0.4949
2023-08-11 18:00:00,0.0,12.59,0.93,8.16,0.0
2023-08-11 19:00:00,0.0,12.51,1.66,7.82,0.0
2023-08-11 20:00:00,0.0,13.07,0.81,7.51,0.0
2023-08-11 21:00:00,0.0,12.96,0.85,7.47,0.0
2023-08-11 22:00:00,0.0,12.51,0.77,7.35,0.0
2023-08-11 23:00:00,0.0,12.55,0.93,7.17,0.0
2023-08-12 00:00:00,0.0,12.52,0.82,7.04,0.0
2023-08-12 01:00:00,0.0,12.4,0.74,6.95,0.0
2023-08-12 02:00:00,0.0,12.15,0.8,6.9,0.0
2023-08-12 03:00:00,0.0,11.78,0.91,6.88,0.0
2023-08-12 04:00:00,0.0,11.24,1.07,6.85,0.0
2023-08-12 05:00:00,0.0,10.63,1.35,6.79,0.0
2023-08-12 06:00:00,216.45,11.34,1.5,6.72,0.9017999999999999
2023-08-12 07:00:00,572.95,15.74,0.73,6.58,5.4594
2023-08-12 08:00:00,828.5,19.09,2.31,6.06,10.3125
2023-08-12 09:00:00,859.51,20.81,3.83,5.99,14.0306
2023-08-12 10:00:00,908.69,21.69,4.6,6.18,16.3502
2023-08-12 11:00:00,824.95,22.23,5.09,6.29,17.3913
2023-08-12 12:00:00,785.1,22.15,5.48,6.46,17.2215
2023-08-12 13:00:00,741.59,21.4,5.37,6.64,16.0323
2023-08-12 14:00:00,725.18,20.25,4.84,6.73,13.4948
2023-08-12 15:00:00,671.63,19.02,4.24,6.76,9.8056
2023-08-12 16:00:00,425.59,17.35,3.34,6.84,4.792
2023-08-12 17:00:00,42.27,14.88,2.03,7.24,0.5146999999999999
2023-08-12 18:00:00,0.0,13.44,1.09,7.34,0.0
2023-08-12 19:00:00,0.0,13.29,1.55,6.91,0.0
2023-08-12 20:00:00,0.0,13.66,1.06,6.54,0.0
2023-08-12 21:00:00,0.0,13.33,0.85,6.37,0.0
2023-08-12 22:00:00,0.0,12.73,1.17,6.18,0.0
2023-08-12 23:00:00,0.0,12.45,1.22,5.97,0.0
2023-08-13 00:00:00,0.0,12.07,1.08,5.85,0.0
2023-08-13 01:00:00,0.0,11.46,1.12,5.81,0.0
2023-08-13 02:00:00,0.0,11.08,1.45,5.7,0.0
2023-08-13 03:00:00,0.0,11.01,1.83,5.43,0.0
2023-08-13 04:00:00,0.0,11.13,1.79,5.18,0.0
2023-08-13 05:00:00,0.0,11.12,1.71,5.07,0.0
2023-08-13 06:00:00,130.05,12.08,1.61,5.08,0.8701000000000001
2023-08-13 07:00:00,452.8,17.0,0.97,5.15,5.6287
2023-08-13 08:00:00,711.89,20.1,2.07,5.15,10.3559
2023-08-13 09:00:00,788.54,21.52,3.78,5.38,14.1697
2023-08-13 10:00:00,876.94,22.31,4.75,5.7,16.7253
2023-08-13 11:00:00,842.64,22.74,5.24,6.01,17.765700000000002
2023-08-13 12:00:00,891.87,22.89,5.43,6.24,17.5662
2023-08-13 13:00:00,851.88,22.55,5.52,6.39,16.2954
2023-08-13 14:00:00,831.08,21.63,5.24,6.49,13.5428
2023-08-13 15:00:00,641.06,20.29,4.45,6.54,9.720600000000001
2023-08-13 16:00:00,313.73,18.54,3.36,6.57,4.7698
2023-08-13 17:00:00,46.8,15.54,1.6,6.9,0.5169
2023-08-13 18:00:00,0.0,13.96,0.53,7.03,0.0
2023-08-13 19:00:00,0.0,13.68,1.47,6.59,0.0
2023-08-13 20:00:00,0.0,14.37,0.96,6.17,0.0
2023-08-13 21:00:00,0.0,13.59,1.02,6.07,0.0
2023-08-13 22:00:00,0.0,12.7,1.55,5.84,0.0
2023-08-13 23:00:00,0.0,12.31,1.95,5.44,0.0
2023-08-14 00:00:00,0.0,12.25,2.08,5.03,0.0
2023-08-14 01:00:00,0.0,12.23,2.19,4.67,0.0
2023-08-14 02:00:00,0.0,12.17,2.28,4.34,0.0
2023-08-14 03:00:00,0.0,12.06,2.35,4.08,0.0
2023-08-14 04:00:00,0.0,11.98,2.4,3.91,0.0
2023-08-14 05:00:00,0.0,11.91,2.32,3.84,0.0
2023-08-14 06:00:00,143.52,12.92,2.14,3.88,0.8621
2023-08-14 07:00:00,453.53,17.76,1.86,3.95,5.6037
2023-08-14 08:00:00,733.22,20.81,1.98,3.96,10.2811
2023-08-14 09:00:00,884.65,22.45,3.38,4.16,14.0541
2023-08-14 10:00:00,876.63,23.44,4.28,4.52,16.6934
2023-08-14 11:00:00,846.51,24.31,5.02,4.6,17.833199999999998
2023-08-14 12:00:00,871.9,24.84,6.0,4.44,17.7506
2023-08-14 13:00:00,752.71,24.21,6.25,4.71,16.3723
2023-08-14 14:00:00,857.86,23.12,5.89,4.96,13.628
2023-08-14 15:00:00,835.37,21.63,5.27,5.18,9.739799999999999
2023-08-14 16:00:00,667.22,19.47,4.41,5.5,4.733
2023-08-14 17:00:00,129.22,15.86,2.5,6.13,0.535
2023-08-14 18:00:00,0.0,13.69,0.37,6.6,0.0
2023-08-14 19:00:00,0.0,12.72,2.06,6.25,0.0
2023-08-14 20:00:00,0.0,13.24,1.81,5.79,0.0
2023-08-14 21:00:00,0.0,12.99,1.65,5.67,0.0
2023-08-14 22:00:00,0.0,12.35,2.13,5.56,0.0
2023-08-14 23:00:00,0.0,12.19,2.39,5.35,0.0
2023-08-15 00:00:00,0.0,12.31,2.29,5.17,0.0
2023-08-15 01:00:00,0.0,12.35,2.15,5.05,0.0
2023-08-15 02:00:00,0.0,12.37,2.04,4.93,0.0
2023-08-15 03:00:00,0.0,12.81,1.72,4.81,0.0
2023-08-15 04:00:00,0.0,13.18,1.27,4.75,0.0
2023-08-15 05:00:00,0.0,12.94,1.16,4.77,0.0
2023-08-15 06:00:00,241.96,13.1,1.47,4.79,0.8404
2023-08-15 07:00:00,730.99,17.16,0.71,4.78,5.4932
2023-08-15 08:00:00,834.62,19.88,1.97,4.8,10.1868
2023-08-15 09:00:00,940.87,21.25,3.86,5.14,14.041
2023-08-15 10:00:00,891.68,22.04,4.85,5.55,16.7715
2023-08-15 11:00:00,895.86,22.6,5.51,5.93,18.1436
2023-08-15 12:00:00,794.25,22.66,6.02,6.33,17.86
2023-08-15 13:00:00,848.01,22.14,6.33,6.74,16.4397
2023-08-15 14:00:00,765.47,20.99,6.16,7.12,13.5421
2023-08-15 15:00:00,689.17,19.45,5.32,7.4,9.5316
2023-08-15 16:00:00,541.33,17.6,3.99,7.57,4.5388
2023-08-15 17:00:00,105.09,14.98,2.18,7.85,0.4686
2023-08-15 18:00:00,0.0,13.08,0.32,8.14,0.0
2023-08-15 19:00:00,0.0,12.37,1.58,7.92,0.0
2023-08-15 20:00:00,0.0,12.76,1.04,7.56,0.0
2023-08-15 21:00:00,0.0,12.24,0.9,7.52,0.0
2023-08-15 22:00:00,0.0,11.56,1.51,7.42,0.0
2023-08-15 23:00:00,0.0,11.41,1.91,7.12,0.0
2023-08-16 00:00:00,0.0,11.6,1.76,6.82,0.0
2023-08-16 01:00:00,0.0,11.5,1.38,6.67,0.0
2023-08-16 02:00:00,0.0,11.07,1.12,6.65,0.0
2023-08-16 03:00:00,0.0,10.67,1.07,6.63,0.0
