datetime,DNI,Temperatura,Viento,Humedad,TACNA_SOLAR
2023-03-26 18:00:00,0.0,23.45,3.87,13.88,0.0
2023-03-26 19:00:00,0.0,22.36,3.98,14.38,0.0
2023-03-26 20:00:00,0.0,21.65,4.58,14.88,0.0
2023-03-26 21:00:00,0.0,21.49,4.58,15.11,0.0
2023-03-26 22:00:00,0.0,21.5,4.28,15.14,0.0
2023-03-26 23:00:00,0.0,21.47,3.95,15.15,0.0
2023-03-27 00:00:00,0.0,21.38,3.78,15.18,0.0
2023-03-27 01:00:00,0.0,21.29,3.92,15.23,0.0
2023-03-27 02:00:00,0.0,21.22,3.98,15.29,0.0
2023-03-27 03:00:00,0.0,21.17,3.96,15.3,0.0
2023-03-27 04:00:00,0.0,21.13,3.97,15.3,0.0
2023-03-27 05:00:00,0.0,21.04,4.17,15.25,0.030435
2023-03-27 06:00:00,142.32,21.13,4.47,15.13,4.764205
2023-03-27 07:00:00,509.51,21.58,4.83,14.85,15.1665125
2023-03-27 08:00:00,642.31,22.48,5.31,14.56,16.3161725
2023-03-27 09:00:00,696.33,23.6,5.5,14.36,15.262332500000001
2023-03-27 10:00:00,703.06,24.83,5.29,14.21,18.4668875
2023-03-27 11:00:00,727.71,26.1,4.91,14.11,18.1380775
2023-03-27 12:00:00,588.19,26.97,4.48,14.05,18.3978675
2023-03-27 13:00:00,509.79,27.58,4.19,13.89,18.8055925
2023-03-27 14:00:00,340.12,27.9,4.14,13.69,18.5515325
2023-03-27 15:00:00,234.7,27.65,4.14,13.54,16.5412825
2023-03-27 16:00:00,125.29,26.68,4.13,13.53,7.9796375
2023-03-27 17:00:00,26.08,24.94,3.88,13.75,0.5120425
2023-03-27 18:00:00,0.0,23.42,3.17,14.13,0.0
2023-03-27 19:00:00,0.0,22.68,2.46,14.41,0.0
2023-03-27 20:00:00,0.0,22.12,2.33,14.66,0.0
2023-03-27 21:00:00,0.0,21.68,2.14,14.88,0.0
2023-03-27 22:00:00,0.0,21.48,1.85,14.96,0.0
2023-03-27 23:00:00,0.0,21.35,1.89,14.99,0.0
2023-03-28 00:00:00,0.0,21.21,2.09,15.01,0.0
2023-03-28 01:00:00,0.0,21.1,2.16,15.04,0.0
2023-03-28 02:00:00,0.0,21.02,2.4,15.06,0.0
2023-03-28 03:00:00,0.0,20.93,2.83,15.07,0.0
2023-03-28 04:00:00,0.0,20.86,3.11,15.06,0.0
2023-03-28 05:00:00,0.0,20.78,3.15,15.1,0.188855
2023-03-28 06:00:00,165.6,21.23,3.61,15.01,8.8161925
2023-03-28 07:00:00,410.34,22.17,4.78,14.8,16.53973
2023-03-28 08:00:00,644.69,23.26,5.35,14.69,17.9477575
2023-03-28 09:00:00,694.33,24.5,5.4,14.56,18.2762775
2023-03-28 10:00:00,603.15,25.36,5.11,14.46,18.3194275
2023-03-28 11:00:00,573.46,26.07,4.65,14.37,18.4030225
2023-03-28 12:00:00,492.77,26.71,4.58,14.28,18.6418675
2023-03-28 13:00:00,401.13,26.43,4.81,14.24,18.68798
2023-03-28 14:00:00,323.32,25.74,4.77,14.27,18.319585
2023-03-28 15:00:00,165.73,24.94,4.49,14.32,16.527875
2023-03-28 16:00:00,56.92,24.05,4.03,14.38,6.36144
2023-03-28 17:00:00,7.88,23.03,3.45,14.47,0.4033
2023-03-28 18:00:00,0.0,22.31,2.9,14.61,0.0
2023-03-28 19:00:00,0.0,21.91,2.31,14.69,0.0
2023-03-28 20:00:00,0.0,21.72,1.79,14.75,0.0
2023-03-28 21:00:00,0.0,21.6,1.37,14.78,0.0
2023-03-28 22:00:00,0.0,21.67,1.01,14.77,0.0
2023-03-28 23:00:00,0.0,21.72,0.89,14.72,0.0
2023-03-29 00:00:00,0.0,21.44,1.25,14.73,0.0
2023-03-29 01:00:00,0.0,21.13,1.9,14.95,0.0
2023-03-29 02:00:00,0.0,20.84,2.66,15.09,0.0
2023-03-29 03:00:00,0.0,20.75,2.64,14.98,0.0
2023-03-29 04:00:00,0.0,20.7,2.23,14.95,0.0
2023-03-29 05:00:00,0.0,20.72,2.01,14.96,0.2389325
2023-03-29 06:00:00,143.83,21.1,2.49,14.8,8.0888675
2023-03-29 07:00:00,476.29,21.97,2.97,14.47,15.950197500000002
2023-03-29 08:00:00,638.23,23.42,3.35,14.25,17.435357500000002
2023-03-29 09:00:00,678.84,25.04,4.0,14.12,17.829365
2023-03-29 10:00:00,608.6,26.58,4.48,14.07,18.166285
2023-03-29 11:00:00,467.35,27.63,4.83,14.04,18.2427375
2023-03-29 12:00:00,455.15,28.19,5.18,13.99,18.4868125
2023-03-29 13:00:00,433.78,28.18,5.51,13.96,18.6632925
2023-03-29 14:00:00,317.25,27.33,5.55,13.97,18.13023
2023-03-29 15:00:00,386.15,26.2,5.34,14.05,15.3116025
2023-03-29 16:00:00,220.3,24.86,4.66,14.15,8.4824325
2023-03-29 17:00:00,23.98,23.48,3.76,14.27,0.3100075
2023-03-29 18:00:00,0.0,22.63,2.84,14.43,0.0
2023-03-29 19:00:00,0.0,22.31,2.22,14.54,0.0
2023-03-29 20:00:00,0.0,22.14,1.96,14.62,0.0
2023-03-29 21:00:00,0.0,21.98,1.65,14.69,0.0
2023-03-29 22:00:00,0.0,21.83,1.42,14.75,0.0
2023-03-29 23:00:00,0.0,21.64,1.48,14.82,0.0
2023-03-30 00:00:00,0.0,21.49,1.64,14.87,0.0
2023-03-30 01:00:00,0.0,21.38,1.58,14.89,0.0
2023-03-30 02:00:00,0.0,21.27,1.25,14.91,0.0
2023-03-30 03:00:00,0.0,21.22,0.74,14.92,0.0
2023-03-30 04:00:00,0.0,21.26,0.56,14.89,0.0
2023-03-30 05:00:00,0.0,21.38,0.73,14.8,0.0
2023-03-30 06:00:00,120.45,21.8,0.61,14.68,1.57895
2023-03-30 07:00:00,340.77,22.93,0.81,14.42,16.2201125
2023-03-30 08:00:00,435.55,24.78,2.23,14.2,12.17146
2023-03-30 09:00:00,353.15,26.61,3.71,13.96,11.61844
2023-03-30 10:00:00,402.93,27.86,4.77,13.76,18.0889475
2023-03-30 11:00:00,342.95,28.6,5.22,13.63,15.503544999999999
2023-03-30 12:00:00,361.0,29.01,5.15,13.55,14.3623725
2023-03-30 13:00:00,362.46,29.04,5.03,13.5,18.967165
2023-03-30 14:00:00,229.3,28.58,4.89,13.53,18.27241
2023-03-30 15:00:00,263.75,27.71,4.69,13.61,15.78217
2023-03-30 16:00:00,94.6,26.33,4.43,13.78,8.4023575
2023-03-30 17:00:00,18.72,24.72,3.96,14.06,0.1935225
2023-03-30 18:00:00,0.0,23.4,3.49,14.4,0.0
2023-03-30 19:00:00,0.0,22.56,3.11,14.71,0.0
2023-03-30 20:00:00,0.0,22.02,3.03,14.94,0.0
2023-03-30 21:00:00,0.0,21.63,3.1,15.07,0.0
2023-03-30 22:00:00,0.0,21.44,3.11,15.08,0.0
2023-03-30 23:00:00,0.0,21.33,3.27,15.05,0.0
2023-03-31 00:00:00,0.0,21.24,3.4,15.06,0.0
2023-03-31 01:00:00,0.0,21.1,3.28,15.09,0.0
2023-03-31 02:00:00,0.0,21.03,2.98,15.16,0.0
2023-03-31 03:00:00,0.0,21.06,2.87,15.16,0.0
2023-03-31 04:00:00,0.0,20.98,3.14,15.09,0.0
2023-03-31 05:00:00,0.0,20.89,3.14,15.11,0.19234
2023-03-31 06:00:00,203.5,21.05,3.03,15.09,8.437595
2023-03-31 07:00:00,546.18,21.64,3.68,14.98,15.8141475
2023-03-31 08:00:00,712.7,22.56,5.11,14.9,17.76266
2023-03-31 09:00:00,724.46,23.4,6.13,14.87,18.1397475
2023-03-31 10:00:00,710.09,24.35,6.38,14.8,18.2887225
2023-03-31 11:00:00,729.47,25.02,6.52,14.7,18.171865
2023-03-31 12:00:00,512.49,25.24,6.48,14.63,18.4022475
2023-03-31 13:00:00,389.25,25.05,5.87,14.53,18.416775
2023-03-31 14:00:00,310.2,24.94,5.02,14.39,13.977465
2023-03-31 15:00:00,360.88,24.51,4.46,14.3,14.802164999999999
2023-03-31 16:00:00,180.99,23.79,4.19,14.33,2.193515
2023-03-31 17:00:00,15.66,22.72,3.94,14.5,0.1589725
2023-03-31 18:00:00,0.0,21.94,3.43,14.75,0.0
2023-03-31 19:00:00,0.0,21.64,2.97,14.96,0.0
2023-03-31 20:00:00,0.0,21.48,2.91,15.1,0.0
2023-03-31 21:00:00,0.0,21.38,3.12,15.18,0.0
2023-03-31 22:00:00,0.0,21.27,3.36,15.27,0.0
2023-03-31 23:00:00,0.0,21.17,3.68,15.31,0.0
2023-04-01 00:00:00,0.0,21.06,3.62,15.3,0.0
2023-04-01 01:00:00,0.0,21.02,2.9,15.27,0.0
2023-04-01 02:00:00,0.0,20.97,2.84,15.29,0.0
2023-04-01 03:00:00,0.0,20.93,3.31,15.34,0.0
2023-04-01 04:00:00,0.0,20.86,3.48,15.37,0.0
2023-04-01 05:00:00,0.0,20.82,3.33,15.38,0.1727875
2023-04-01 06:00:00,252.77,21.28,3.63,15.29,8.2507675
2023-04-01 07:00:00,636.43,22.26,4.67,15.08,15.454355
2023-04-01 08:00:00,771.38,23.33,6.09,14.98,15.3485475
2023-04-01 09:00:00,745.41,24.62,6.85,14.91,17.685904999999998
2023-04-01 10:00:00,855.29,25.69,6.81,14.8,17.990595
2023-04-01 11:00:00,721.9,26.53,6.5,14.64,18.1030475
2023-04-01 12:00:00,664.28,27.08,5.96,14.47,18.0767275
2023-04-01 13:00:00,506.64,27.32,5.3,14.3,18.36845
2023-04-01 14:00:00,422.58,27.26,4.6,14.18,17.5404175
2023-04-01 15:00:00,338.1,26.69,4.18,14.15,16.134125
2023-04-01 16:00:00,280.91,25.75,4.16,14.22,7.7961125000000004
2023-04-01 17:00:00,30.53,24.31,4.09,14.4,0.1327025
2023-04-01 18:00:00,0.0,22.96,3.8,14.67,0.0
2023-04-01 19:00:00,0.0,22.17,3.11,14.93,0.0
2023-04-01 20:00:00,0.0,21.83,2.52,15.08,0.0
2023-04-01 21:00:00,0.0,21.65,2.3,15.14,0.0
2023-04-01 22:00:00,0.0,21.52,2.38,15.2,0.0
2023-04-01 23:00:00,0.0,21.43,2.66,15.26,0.0
2023-04-02 00:00:00,0.0,21.39,2.56,15.29,0.0
2023-04-02 01:00:00,0.0,21.41,1.77,15.31,0.0
2023-04-02 02:00:00,0.0,21.47,0.77,15.28,0.0
2023-04-02 03:00:00,0.0,21.55,0.43,15.22,0.0
2023-04-02 04:00:00,0.0,21.5,0.86,15.24,0.0
2023-04-02 05:00:00,0.0,21.33,1.08,15.33,0.18691
2023-04-02 06:00:00,211.16,21.73,1.38,15.25,8.6421475
2023-04-02 07:00:00,588.26,23.04,2.56,15.01,16.022125
2023-04-02 08:00:00,732.15,24.86,3.48,14.87,17.5044125
2023-04-02 09:00:00,794.49,26.3,4.03,14.78,17.7658225
2023-04-02 10:00:00,834.74,27.47,4.21,14.69,18.1349825
2023-04-02 11:00:00,747.99,28.77,4.2,14.37,18.259655000000002
2023-04-02 12:00:00,712.07,29.75,4.42,14.06,18.336840000000002
2023-04-02 13:00:00,558.52,29.95,4.84,13.96,18.32013
2023-04-02 14:00:00,510.21,29.46,5.04,13.98,17.743634999999998
2023-04-02 15:00:00,431.43,28.48,5.0,14.06,15.716465
2023-04-02 16:00:00,274.75,27.02,4.8,14.23,7.654192500000001
2023-04-02 17:00:00,59.97,25.15,4.41,14.57,0.1614475
2023-04-02 18:00:00,0.0,23.68,3.7,15.03,0.0
2023-04-02 19:00:00,0.0,22.9,3.06,15.33,0.0
2023-04-02 20:00:00,0.0,22.45,2.71,15.5,0.0
2023-04-02 21:00:00,0.0,22.19,2.47,15.57,0.0
2023-04-02 22:00:00,0.0,22.02,2.15,15.58,0.0
2023-04-02 23:00:00,0.0,21.88,1.69,15.57,0.0
2023-04-03 00:00:00,0.0,21.81,1.23,15.54,0.0
2023-04-03 01:00:00,0.0,21.82,0.95,15.49,0.0
2023-04-03 02:00:00,0.0,21.93,0.75,15.4,0.0
2023-04-03 03:00:00,0.0,21.88,0.6,15.3,0.0
2023-04-03 04:00:00,0.0,21.91,0.68,15.22,0.0
2023-04-03 05:00:00,0.0,21.92,0.77,15.14,0.0650775
2023-04-03 06:00:00,223.66,22.72,0.9,15.13,0.9893525000000001
2023-04-03 07:00:00,475.9,24.58,1.99,14.89,4.47804
2023-04-03 08:00:00,625.62,26.41,3.35,14.56,8.980080000000001
2023-04-03 09:00:00,633.16,27.62,4.44,14.42,12.8496175
2023-04-03 10:00:00,554.39,28.49,5.08,14.33,11.67575
2023-04-03 11:00:00,525.44,28.85,5.53,14.33,16.7080575
2023-04-03 12:00:00,564.18,28.75,5.78,14.41,17.90462
2023-04-03 13:00:00,566.81,28.32,5.48,14.55,18.174135
2023-04-03 14:00:00,331.32,28.02,4.98,14.55,17.67055
2023-04-03 15:00:00,175.01,27.51,4.78,14.46,15.36707
2023-04-03 16:00:00,155.74,26.4,4.69,14.53,7.3931875
2023-04-03 17:00:00,29.68,24.75,4.28,14.85,0.0916075
2023-04-03 18:00:00,0.0,23.37,3.54,15.31,0.0
2023-04-03 19:00:00,0.0,22.71,2.56,15.52,0.0
2023-04-03 20:00:00,0.0,22.45,1.92,15.55,0.0
2023-04-03 21:00:00,0.0,22.38,1.26,15.51,0.0
2023-04-03 22:00:00,0.0,22.38,0.9,15.45,0.0
2023-04-03 23:00:00,0.0,22.3,0.93,15.42,0.0
2023-04-04 00:00:00,0.0,22.04,1.06,15.44,0.0
2023-04-04 01:00:00,0.0,21.7,1.13,15.5,0.0
2023-04-04 02:00:00,0.0,21.47,0.97,15.51,0.0
2023-04-04 03:00:00,0.0,21.4,0.55,15.49,0.0
2023-04-04 04:00:00,0.0,21.39,0.48,15.43,0.0
2023-04-04 05:00:00,0.0,21.39,0.72,15.22,0.159235
2023-04-04 06:00:00,183.66,22.29,0.22,14.97,8.5328075
2023-04-04 07:00:00,579.09,24.23,1.87,14.63,15.734895
2023-04-04 08:00:00,727.37,26.03,3.45,14.32,17.2501075
2023-04-04 09:00:00,736.93,27.32,4.42,14.14,18.0066025
2023-04-04 10:00:00,687.36,28.13,5.2,14.06,18.067915
2023-04-04 11:00:00,512.38,28.48,5.84,14.04,18.154505
2023-04-04 12:00:00,585.7,28.34,6.03,14.04,18.28165
2023-04-04 13:00:00,483.55,27.87,5.88,13.97,18.2177475
2023-04-04 14:00:00,559.89,27.31,5.64,13.81,17.621087499999998
2023-04-04 15:00:00,437.21,26.49,5.26,13.79,15.9654725
2023-04-04 16:00:00,255.34,25.19,4.78,13.91,7.6787025
2023-04-04 17:00:00,69.11,23.69,4.0,14.17,0.12767
2023-04-04 18:00:00,0.0,22.71,3.08,14.48,0.0
2023-04-04 19:00:00,0.0,22.23,2.26,14.68,0.0
2023-04-04 20:00:00,0.0,22.04,1.64,14.8,0.0
2023-04-04 21:00:00,0.0,21.92,0.97,14.85,0.0
2023-04-04 22:00:00,0.0,21.75,0.6,14.86,0.0
2023-04-04 23:00:00,0.0,21.76,0.83,14.85,0.0
2023-04-05 00:00:00,0.0,21.47,1.37,14.95,0.0
2023-04-05 01:00:00,0.0,21.3,1.69,15.11,0.0
2023-04-05 02:00:00,0.0,21.12,1.83,15.23,0.0
2023-04-05 03:00:00,0.0,21.02,2.05,15.3,0.0
2023-04-05 04:00:00,0.0,20.95,2.24,15.34,0.0
2023-04-05 05:00:00,0.0,20.87,2.16,15.36,0.192725
2023-04-05 06:00:00,245.24,21.44,2.71,15.33,8.7978675
2023-04-05 07:00:00,680.15,22.91,3.2,14.96,16.2894775
2023-04-05 08:00:00,847.0,24.52,3.81,14.62,17.8594
2023-04-05 09:00:00,909.02,25.82,4.23,14.47,18.063065
2023-04-05 10:00:00,888.55,26.83,4.62,14.34,18.054515000000002
2023-04-05 11:00:00,936.17,27.56,4.95,14.18,18.140900000000002
2023-04-05 12:00:00,875.54,28.04,5.25,13.91,18.40329
2023-04-05 13:00:00,841.14,28.0,5.57,13.7,18.509574999999998
2023-04-05 14:00:00,767.24,27.31,5.67,13.77,18.2025125
2023-04-05 15:00:00,760.17,26.25,5.5,13.89,16.57615
2023-04-05 16:00:00,570.9,24.82,5.11,14.07,8.051555
2023-04-05 17:00:00,142.71,23.04,4.24,14.43,0.1405725
2023-04-05 18:00:00,0.0,22.01,2.8,14.74,0.0
2023-04-05 19:00:00,0.0,21.89,1.83,14.79,0.0
2023-04-05 20:00:00,0.0,21.79,2.13,14.81,0.0
2023-04-05 21:00:00,0.0,21.37,2.61,14.99,0.0
2023-04-05 22:00:00,0.0,21.13,2.5,15.11,0.0
2023-04-05 23:00:00,0.0,21.02,2.3,15.15,0.0
2023-04-06 00:00:00,0.0,20.9,2.29,15.17,0.0
2023-04-06 01:00:00,0.0,20.79,2.48,15.16,0.0
2023-04-06 02:00:00,0.0,20.68,2.64,15.12,0.0
2023-04-06 03:00:00,0.0,20.56,2.68,15.08,0.0
2023-04-06 04:00:00,0.0,20.46,2.54,15.05,0.0
2023-04-06 05:00:00,0.0,20.33,2.62,15.0,0.209985
2023-04-06 06:00:00,327.03,20.84,3.84,14.84,9.6573425
2023-04-06 07:00:00,710.04,22.08,4.43,14.38,16.9948525
2023-04-06 08:00:00,838.17,23.51,4.65,14.05,18.1275075
2023-04-06 09:00:00,899.83,24.76,4.67,13.89,18.2418175
2023-04-06 10:00:00,880.72,25.9,4.55,13.72,18.350605
2023-04-06 11:00:00,969.55,26.95,4.44,13.48,18.34648
2023-04-06 12:00:00,900.91,27.73,4.53,13.28,18.65992
2023-04-06 13:00:00,949.64,28.18,4.63,12.94,18.700115
2023-04-06 14:00:00,887.81,28.31,4.68,12.47,18.5151525
2023-04-06 15:00:00,796.38,27.71,4.8,12.31,16.9381675
2023-04-06 16:00:00,594.34,26.29,4.81,12.57,8.213347500000001
2023-04-06 17:00:00,120.02,24.16,4.48,13.24,0.1407075
2023-04-06 18:00:00,0.0,22.53,3.85,14.0,0.0
2023-04-06 19:00:00,0.0,21.77,3.11,14.4,0.0
2023-04-06 20:00:00,0.0,21.43,2.73,14.54,0.0
2023-04-06 21:00:00,0.0,21.14,2.73,14.6,0.0
2023-04-06 22:00:00,0.0,20.91,2.67,14.66,0.0
2023-04-06 23:00:00,0.0,20.75,2.38,14.69,0.0
2023-04-07 00:00:00,0.0,20.62,2.17,14.69,0.0
2023-04-07 01:00:00,0.0,20.5,2.11,14.7,0.0
2023-04-07 02:00:00,0.0,20.37,2.32,14.73,0.0
2023-04-07 03:00:00,0.0,20.33,2.4,14.78,0.0
2023-04-07 04:00:00,0.0,20.31,2.55,14.79,0.0
2023-04-07 05:00:00,0.0,20.24,2.84,14.78,0.0
2023-04-07 06:00:00,258.46,20.64,3.55,14.66,0.3885025
2023-04-07 07:00:00,562.64,21.51,4.45,14.33,1.6770675000000002
2023-04-07 08:00:00,522.45,23.03,5.31,14.13,3.043815
2023-04-07 09:00:00,594.95,24.33,5.55,14.0,4.5058125
2023-04-07 10:00:00,590.02,25.34,5.41,13.87,6.869775
2023-04-07 11:00:00,693.54,26.12,5.36,13.7,15.28321
2023-04-07 12:00:00,836.62,26.44,5.25,13.59,17.89653
2023-04-07 13:00:00,813.61,26.52,4.98,13.54,17.986635
2023-04-07 14:00:00,819.56,26.29,4.85,13.53,17.982565
2023-04-07 15:00:00,756.02,25.52,4.77,13.56,16.7618875
2023-04-07 16:00:00,504.11,24.13,4.67,13.67,7.879665
2023-04-07 17:00:00,67.97,22.61,4.28,13.88,0.12378
2023-04-07 18:00:00,0.0,21.65,3.96,14.1,0.0
2023-04-07 19:00:00,0.0,21.23,3.73,14.21,0.0
2023-04-07 20:00:00,0.0,20.98,3.88,14.31,0.0
2023-04-07 21:00:00,0.0,20.8,4.09,14.36,0.0
2023-04-07 22:00:00,0.0,20.64,4.13,14.35,0.0
2023-04-07 23:00:00,0.0,20.47,4.31,14.3,0.0
2023-04-08 00:00:00,0.0,20.33,4.37,14.27,0.0
2023-04-08 01:00:00,0.0,20.22,4.03,14.21,0.0
2023-04-08 02:00:00,0.0,20.09,3.53,14.17,0.0
2023-04-08 03:00:00,0.0,20.02,3.33,14.12,0.0
2023-04-08 04:00:00,0.0,19.97,3.3,14.1,0.0
2023-04-08 05:00:00,0.0,19.95,3.48,14.09,0.0
2023-04-08 06:00:00,220.68,20.25,3.89,13.96,0.41045
2023-04-08 07:00:00,461.64,21.14,4.51,13.67,1.9096225
2023-04-08 08:00:00,636.19,22.22,5.53,13.5,3.9905375000000003
2023-04-08 09:00:00,656.24,23.33,6.32,13.4,7.3184825
2023-04-08 10:00:00,689.19,24.25,6.44,13.3,14.78504
2023-04-08 11:00:00,702.33,24.85,6.42,13.22,17.8645675
2023-04-08 12:00:00,693.35,24.65,6.43,13.18,17.7991625
2023-04-08 13:00:00,705.24,24.29,6.32,13.16,18.1307925
2023-04-08 14:00:00,576.71,23.74,5.91,13.15,17.8827475
2023-04-08 15:00:00,516.43,23.1,5.37,13.15,16.1061625
2023-04-08 16:00:00,281.5,22.29,5.02,13.2,7.7214775
2023-04-08 17:00:00,28.3,21.35,4.49,13.31,0.169515
2023-04-08 18:00:00,0.0,20.85,3.6,13.44,0.0
2023-04-08 19:00:00,0.0,20.75,2.38,13.54,0.0
2023-04-08 20:00:00,0.0,20.77,2.09,13.59,0.0
2023-04-08 21:00:00,0.0,20.62,2.98,13.69,0.0
2023-04-08 22:00:00,0.0,20.37,3.2,13.83,0.0
2023-04-08 23:00:00,0.0,20.21,3.18,13.91,0.0
2023-04-09 00:00:00,0.0,20.12,3.17,13.92,0.0
2023-04-09 01:00:00,0.0,20.03,3.36,13.89,0.0
2023-04-09 02:00:00,0.0,19.93,3.37,13.82,0.0
2023-04-09 03:00:00,0.0,19.82,3.38,13.76,0.0
2023-04-09 04:00:00,0.0,19.72,3.34,13.73,0.0
2023-04-09 05:00:00,0.0,19.64,3.31,13.76,0.094425
2023-04-09 06:00:00,230.43,19.94,3.72,13.74,7.5224575
2023-04-09 07:00:00,505.62,20.83,4.23,13.55,15.7424625
2023-04-09 08:00:00,713.17,22.05,4.87,13.43,17.28469
2023-04-09 09:00:00,842.94,23.58,5.09,13.35,17.672507500000002
2023-04-09 10:00:00,780.07,24.71,5.32,13.27,17.6872125
2023-04-09 11:00:00,732.17,25.4,5.28,13.17,17.81705
2023-04-09 12:00:00,705.32,25.77,4.8,13.05,17.838225
2023-04-09 13:00:00,698.13,26.1,4.26,12.88,17.9315475
2023-04-09 14:00:00,605.18,26.43,4.05,12.64,17.6801875
2023-04-09 15:00:00,615.53,26.36,4.08,12.44,15.8763
2023-04-09 16:00:00,455.47,25.51,4.11,12.38,6.8565475000000005
2023-04-09 17:00:00,105.84,23.71,3.93,12.56,0.0554525
2023-04-09 18:00:00,0.0,22.19,3.01,12.85,0.0
2023-04-09 19:00:00,0.0,21.6,1.96,13.0,0.0
2023-04-09 20:00:00,0.0,21.12,1.83,13.16,0.0
2023-04-09 21:00:00,0.0,20.52,1.84,13.37,0.0
2023-04-09 22:00:00,0.0,20.04,1.66,13.47,0.0
2023-04-09 23:00:00,0.0,19.64,1.82,13.53,0.0
2023-04-10 00:00:00,0.0,19.31,1.92,13.67,0.0
2023-04-10 01:00:00,0.0,19.4,2.33,13.72,0.0
2023-04-10 02:00:00,0.0,19.38,2.3,13.75,0.0
2023-04-10 03:00:00,0.0,19.3,2.55,13.82,0.0
2023-04-10 04:00:00,0.0,19.3,3.0,13.89,0.0
2023-04-10 05:00:00,0.0,19.33,3.28,13.95,0.17693
2023-04-10 06:00:00,360.6,19.93,4.16,13.86,8.505255
2023-04-10 07:00:00,628.16,21.08,4.6,13.53,16.074917499999998
2023-04-10 08:00:00,780.69,22.33,5.19,13.38,17.5527825
2023-04-10 09:00:00,891.34,23.6,5.49,13.26,17.893055
2023-04-10 10:00:00,933.52,24.44,5.45,13.14,17.867295
2023-04-10 11:00:00,951.61,25.02,5.1,13.01,17.84625
2023-04-10 12:00:00,967.7,25.48,4.76,12.88,17.976315
2023-04-10 13:00:00,858.63,25.85,4.59,12.73,18.23993
2023-04-10 14:00:00,764.47,25.92,4.58,12.62,17.825544999999998
2023-04-10 15:00:00,680.86,25.48,4.48,12.56,15.638042500000001
2023-04-10 16:00:00,701.31,24.45,4.21,12.61,6.5633
2023-04-10 17:00:00,125.85,22.76,3.72,12.79,0.05002
2023-04-10 18:00:00,0.0,21.49,2.68,13.01,0.0
2023-04-10 19:00:00,0.0,21.09,1.91,13.14,0.0
2023-04-10 20:00:00,0.0,20.6,2.0,13.36,0.0
2023-04-10 21:00:00,0.0,20.14,2.18,13.61,0.0
2023-04-10 22:00:00,0.0,19.89,1.9,13.72,0.0
2023-04-10 23:00:00,0.0,19.75,1.98,13.8,0.0
2023-04-11 00:00:00,0.0,19.64,2.14,13.89,0.0
2023-04-11 01:00:00,0.0,19.56,1.97,13.92,0.0
2023-04-11 02:00:00,0.0,19.4,1.78,13.92,0.0
2023-04-11 03:00:00,0.0,19.22,1.99,13.92,0.0
2023-04-11 04:00:00,0.0,19.09,2.18,13.91,0.0
2023-04-11 05:00:00,0.0,19.02,2.31,13.92,0.0
2023-04-11 06:00:00,328.75,19.79,3.36,13.9,2.0869725
2023-04-11 07:00:00,669.15,21.13,4.1,13.58,14.6117125
2023-04-11 08:00:00,869.87,22.63,4.85,13.34,17.542465
2023-04-11 09:00:00,890.52,23.84,5.11,13.2,17.85006
2023-04-11 10:00:00,909.14,24.83,5.23,13.12,17.813375
2023-04-11 11:00:00,879.95,25.43,5.36,13.1,17.738487499999998
2023-04-11 12:00:00,950.44,25.76,5.49,13.05,17.85283
2023-04-11 13:00:00,935.91,25.83,5.84,12.94,18.11301
2023-04-11 14:00:00,881.61,25.26,6.2,12.93,17.93889
2023-04-11 15:00:00,763.95,24.2,6.22,12.99,16.0683875
2023-04-11 16:00:00,665.48,22.73,5.95,13.12,6.87336
2023-04-11 17:00:00,126.27,21.15,4.94,13.32,0.044845
2023-04-11 18:00:00,0.0,20.62,3.41,13.43,0.0
2023-04-11 19:00:00,0.0,20.64,2.83,13.44,0.0
2023-04-11 20:00:00,0.0,20.31,3.4,13.59,0.0
2023-04-11 21:00:00,0.0,19.99,3.2,13.76,0.0
2023-04-11 22:00:00,0.0,19.87,2.59,13.86,0.0
2023-04-11 23:00:00,0.0,19.75,2.15,13.92,0.0
2023-04-12 00:00:00,0.0,19.6,1.92,13.96,0.0
2023-04-12 01:00:00,0.0,19.46,1.88,13.99,0.0
2023-04-12 02:00:00,0.0,19.37,1.94,14.01,0.0
2023-04-12 03:00:00,0.0,19.26,1.94,14.02,0.0
2023-04-12 04:00:00,0.0,19.12,1.96,14.02,0.0
2023-04-12 05:00:00,0.0,19.01,2.13,14.02,0.032365
2023-04-12 06:00:00,280.03,19.91,3.42,13.95,8.2617625
2023-04-12 07:00:00,618.29,21.37,4.09,13.53,14.987470000000002
2023-04-12 08:00:00,850.4,22.95,4.56,13.23,17.87632
2023-04-12 09:00:00,895.23,24.19,4.9,13.09,18.082
2023-04-12 10:00:00,912.71,25.09,4.96,13.11,17.8354575
2023-04-12 11:00:00,827.1,25.8,4.73,13.16,17.806075
2023-04-12 12:00:00,789.63,26.34,4.61,13.19,17.637845
2023-04-12 13:00:00,862.79,26.66,4.68,13.12,17.42836
2023-04-12 14:00:00,824.76,26.62,5.13,12.97,17.08697
2023-04-12 15:00:00,542.5,25.73,5.68,13.01,14.146575
2023-04-12 16:00:00,479.24,24.02,6.12,13.2,6.492295
2023-04-12 17:00:00,101.27,21.78,5.87,13.53,0.05663
2023-04-12 18:00:00,0.0,20.76,4.65,13.77,0.0
2023-04-12 19:00:00,0.0,20.64,3.77,13.72,0.0
2023-04-12 20:00:00,0.0,20.41,3.83,13.74,0.0
