datetime,DNI,Temperatura,Viento,Humedad,TACNA_SOLAR
2023-01-01 00:00:00,0.0,18.7,2.61,12.33,0.0
2023-01-01 01:00:00,0.0,18.55,2.36,12.35,0.0
2023-01-01 02:00:00,0.0,18.48,2.12,12.37,0.0
2023-01-01 03:00:00,0.0,18.46,2.03,12.38,0.0
2023-01-01 04:00:00,0.0,18.41,1.97,12.43,0.0
2023-01-01 05:00:00,34.5,18.51,2.05,12.47,3.1709050000000003
2023-01-01 06:00:00,344.74,19.41,2.85,12.38,14.860377499999998
2023-01-01 07:00:00,592.27,20.65,3.99,12.3,18.3391125
2023-01-01 08:00:00,610.94,22.15,4.65,12.28,19.42466
2023-01-01 09:00:00,540.08,23.22,5.07,12.26,19.79929
2023-01-01 10:00:00,567.74,24.25,5.11,12.22,19.95342
2023-01-01 11:00:00,470.63,25.08,5.32,12.16,19.92881
2023-01-01 12:00:00,272.06,25.42,5.6,12.11,18.5696775
2023-01-01 13:00:00,137.03,25.41,5.58,12.03,10.8836975
2023-01-01 14:00:00,107.08,24.96,5.46,11.93,9.998315
2023-01-01 15:00:00,10.63,24.25,5.19,11.79,4.5362175
2023-01-01 16:00:00,7.03,23.02,4.77,11.7,2.0896925
2023-01-01 17:00:00,2.55,21.79,3.98,11.71,0.42248250000000004
2023-01-01 18:00:00,0.0,20.82,3.13,11.74,0.0
2023-01-01 19:00:00,0.0,20.19,2.38,11.87,0.0
2023-01-01 20:00:00,0.0,19.73,1.66,12.07,0.0
2023-01-01 21:00:00,0.0,19.44,1.99,12.22,0.0
2023-01-01 22:00:00,0.0,19.2,2.53,12.29,0.0
2023-01-01 23:00:00,0.0,19.08,2.7,12.27,0.0
2023-01-02 00:00:00,0.0,19.04,2.2,12.22,0.0
2023-01-02 01:00:00,0.0,18.94,1.29,12.22,0.0
2023-01-02 02:00:00,0.0,18.7,2.05,12.37,0.0
2023-01-02 03:00:00,0.0,18.36,3.2,12.65,0.0
2023-01-02 04:00:00,0.0,18.4,3.79,12.76,0.0
2023-01-02 05:00:00,0.0,18.49,3.98,12.75,3.54974
2023-01-02 06:00:00,16.29,18.74,4.19,12.66,11.823080000000001
2023-01-02 07:00:00,33.03,19.09,4.44,12.5,12.24386
2023-01-02 08:00:00,177.5,19.67,4.48,12.31,18.3418875
2023-01-02 09:00:00,297.08,21.04,4.49,12.19,19.9778075
2023-01-02 10:00:00,438.42,22.89,4.53,12.12,19.9306075
2023-01-02 11:00:00,416.39,24.16,4.62,11.99,19.944695
2023-01-02 12:00:00,376.71,24.95,4.76,11.91,19.8601075
2023-01-02 13:00:00,204.72,25.44,4.61,11.87,19.9120075
2023-01-02 14:00:00,401.56,25.68,4.57,11.81,19.2056675
2023-01-02 15:00:00,376.03,25.48,4.73,11.71,9.8630775
2023-01-02 16:00:00,172.09,24.65,4.79,11.66,10.734145
2023-01-02 17:00:00,54.43,23.23,4.74,11.75,1.2400425
2023-01-02 18:00:00,0.0,21.54,4.03,11.96,0.0
2023-01-02 19:00:00,0.0,20.6,3.1,12.21,0.0
2023-01-02 20:00:00,0.0,20.08,3.19,12.41,0.0
2023-01-02 21:00:00,0.0,19.43,3.76,12.66,0.0
2023-01-02 22:00:00,0.0,18.97,3.55,12.81,0.0
2023-01-02 23:00:00,0.0,18.88,3.1,12.81,0.0
2023-01-03 00:00:00,0.0,18.78,3.15,12.86,0.0
2023-01-03 01:00:00,0.0,18.69,2.93,12.89,0.0
2023-01-03 02:00:00,0.0,18.69,2.04,12.89,0.0
2023-01-03 03:00:00,0.0,18.65,2.57,12.94,0.0
2023-01-03 04:00:00,0.0,18.57,3.06,12.98,0.0
2023-01-03 05:00:00,13.43,18.65,3.28,12.99,0.9162675
2023-01-03 06:00:00,242.05,19.3,4.13,12.88,5.9035125
2023-01-03 07:00:00,435.58,20.18,4.8,12.72,13.8212175
2023-01-03 08:00:00,453.42,21.34,4.64,12.62,18.962295
2023-01-03 09:00:00,664.69,22.95,4.69,12.56,19.7919225
2023-01-03 10:00:00,612.48,24.19,5.09,12.55,19.90876
2023-01-03 11:00:00,799.41,25.03,5.32,12.52,19.9090075
2023-01-03 12:00:00,757.8,25.5,5.3,12.46,19.9388225
2023-01-03 13:00:00,600.32,25.6,5.29,12.36,19.868155
2023-01-03 14:00:00,529.38,25.23,5.35,12.26,19.3620875
2023-01-03 15:00:00,317.58,24.45,5.29,12.18,17.7872
2023-01-03 16:00:00,311.51,23.35,5.16,12.14,10.7692475
2023-01-03 17:00:00,50.64,21.77,4.94,12.23,1.70502
2023-01-03 18:00:00,0.0,20.4,4.55,12.42,0.0
2023-01-03 19:00:00,0.0,19.72,4.03,12.57,0.0
2023-01-03 20:00:00,0.0,19.42,3.56,12.62,0.0
2023-01-03 21:00:00,0.0,19.23,3.06,12.64,0.0
2023-01-03 22:00:00,0.0,19.1,2.55,12.66,0.0
2023-01-03 23:00:00,0.0,18.83,2.91,12.71,0.0
2023-01-04 00:00:00,0.0,18.59,3.14,12.75,0.0
2023-01-04 01:00:00,0.0,18.49,2.99,12.73,0.0
2023-01-04 02:00:00,0.0,18.43,2.77,12.71,0.0
2023-01-04 03:00:00,0.0,18.34,2.79,12.72,0.0
2023-01-04 04:00:00,0.0,18.28,2.85,12.73,0.0
2023-01-04 05:00:00,30.48,18.41,2.96,12.7,7.677077499999999
2023-01-04 06:00:00,248.31,19.21,3.62,12.48,16.499447500000002
2023-01-04 07:00:00,402.38,20.24,3.98,12.32,18.614005
2023-01-04 08:00:00,316.69,21.74,4.3,12.31,17.89181
2023-01-04 09:00:00,434.27,23.18,4.27,12.3,17.7065275
2023-01-04 10:00:00,492.13,24.48,4.19,12.29,19.3040925
2023-01-04 11:00:00,582.38,25.66,4.33,12.26,18.7438325
2023-01-04 12:00:00,525.18,26.49,4.7,12.2,19.98568
2023-01-04 13:00:00,405.46,26.69,5.18,12.16,19.191385
2023-01-04 14:00:00,254.69,26.03,5.39,12.18,18.8138925
2023-01-04 15:00:00,74.08,24.32,5.36,12.23,13.901325
2023-01-04 16:00:00,43.74,22.67,5.01,12.37,5.020535
2023-01-04 17:00:00,30.12,21.39,4.4,12.46,0.632265
2023-01-04 18:00:00,0.0,20.51,4.05,12.56,0.0
2023-01-04 19:00:00,0.0,20.01,3.94,12.66,0.0
2023-01-04 20:00:00,0.0,19.68,4.08,12.71,0.0
2023-01-04 21:00:00,0.0,19.4,4.14,12.71,0.0
2023-01-04 22:00:00,0.0,19.19,3.6,12.65,0.0
2023-01-04 23:00:00,0.0,19.06,3.07,12.61,0.0
2023-01-05 00:00:00,0.0,18.86,3.76,12.63,0.0
2023-01-05 01:00:00,0.0,18.63,3.85,12.66,0.0
2023-01-05 02:00:00,0.0,18.55,3.43,12.64,0.0
2023-01-05 03:00:00,0.0,18.51,3.33,12.6,0.0
2023-01-05 04:00:00,0.0,18.37,3.19,12.57,0.0
2023-01-05 05:00:00,30.86,18.38,3.16,12.52,5.900790000000001
2023-01-05 06:00:00,263.62,19.03,3.61,12.31,15.5723825
2023-01-05 07:00:00,427.49,20.28,4.14,12.08,16.4819775
2023-01-05 08:00:00,414.56,21.97,4.56,12.01,17.839845
2023-01-05 09:00:00,590.05,23.18,4.72,12.07,19.5177775
2023-01-05 10:00:00,587.59,24.11,4.59,12.13,19.85311
2023-01-05 11:00:00,651.59,25.07,4.59,12.1,19.44857
2023-01-05 12:00:00,492.9,25.95,4.93,11.97,19.671145
2023-01-05 13:00:00,394.26,26.49,5.38,11.78,19.7321675
2023-01-05 14:00:00,485.27,26.45,5.77,11.53,18.9423
2023-01-05 15:00:00,303.51,25.65,6.1,11.38,17.702437500000002
2023-01-05 16:00:00,228.57,24.09,6.43,11.43,11.78005
2023-01-05 17:00:00,64.91,21.98,6.37,11.68,1.65824
2023-01-05 18:00:00,0.0,20.13,5.67,12.05,0.0
2023-01-05 19:00:00,0.0,19.48,4.65,12.31,0.0
2023-01-05 20:00:00,0.0,19.24,4.35,12.38,0.0
2023-01-05 21:00:00,0.0,18.97,4.46,12.42,0.0
2023-01-05 22:00:00,0.0,18.7,4.36,12.46,0.0
2023-01-05 23:00:00,0.0,18.5,4.07,12.52,0.0
2023-01-06 00:00:00,0.0,18.32,3.71,12.55,0.0
2023-01-06 01:00:00,0.0,18.18,3.57,12.59,0.0
2023-01-06 02:00:00,0.0,18.11,3.7,12.62,0.0
2023-01-06 03:00:00,0.0,18.04,4.0,12.65,0.0
2023-01-06 04:00:00,0.0,17.97,4.16,12.67,0.0
2023-01-06 05:00:00,26.65,18.11,4.33,12.66,7.415050000000001
2023-01-06 06:00:00,332.75,19.07,4.47,12.31,16.927052500000002
2023-01-06 07:00:00,510.68,20.68,4.89,11.93,19.0008275
2023-01-06 08:00:00,584.89,22.09,5.35,11.68,19.8324125
2023-01-06 09:00:00,775.76,23.11,5.55,11.54,18.829594999999998
2023-01-06 10:00:00,790.15,23.98,5.44,11.43,19.4176975
2023-01-06 11:00:00,798.53,24.65,5.35,11.41,19.83434
2023-01-06 12:00:00,729.57,25.1,5.35,11.39,19.9122925
2023-01-06 13:00:00,673.36,25.36,5.42,11.33,19.9407025
2023-01-06 14:00:00,634.89,25.29,5.44,11.3,19.651865
2023-01-06 15:00:00,620.65,24.77,5.37,11.35,15.3567075
2023-01-06 16:00:00,417.34,23.73,5.19,11.45,11.153285
2023-01-06 17:00:00,205.92,22.2,4.94,11.64,1.30423
2023-01-06 18:00:00,4.02,20.49,4.27,11.99,0.0
2023-01-06 19:00:00,0.0,19.71,3.12,12.23,0.0
2023-01-06 20:00:00,0.0,19.42,2.33,12.33,0.0
2023-01-06 21:00:00,0.0,19.16,2.23,12.38,0.0
2023-01-06 22:00:00,0.0,18.89,2.36,12.4,0.0
2023-01-06 23:00:00,0.0,18.59,2.53,12.46,0.0
2023-01-07 00:00:00,0.0,18.29,2.58,12.54,0.0
2023-01-07 01:00:00,0.0,18.13,2.48,12.56,0.0
2023-01-07 02:00:00,0.0,18.05,2.4,12.55,0.0
2023-01-07 03:00:00,0.0,17.95,2.46,12.57,0.0
2023-01-07 04:00:00,0.0,17.87,2.47,12.62,0.0
2023-01-07 05:00:00,50.16,18.03,2.74,12.62,5.408915
2023-01-07 06:00:00,398.53,18.91,3.49,12.48,13.354320000000001
2023-01-07 07:00:00,704.25,20.16,4.27,12.32,10.225480000000001
2023-01-07 08:00:00,672.17,21.48,4.77,12.17,19.4430775
2023-01-07 09:00:00,767.16,22.51,4.89,12.06,19.8975175
2023-01-07 10:00:00,804.92,23.34,4.79,11.96,19.9186875
2023-01-07 11:00:00,849.46,24.09,4.72,11.82,19.97388
2023-01-07 12:00:00,895.8,24.69,4.64,11.64,19.95176
2023-01-07 13:00:00,855.47,25.11,4.55,11.44,19.917740000000002
2023-01-07 14:00:00,854.49,25.23,4.48,11.28,19.5071225
2023-01-07 15:00:00,758.02,24.94,4.38,11.13,17.7686
2023-01-07 16:00:00,524.93,24.24,4.34,11.02,12.0325575
2023-01-07 17:00:00,276.05,22.87,4.16,11.13,1.3548675000000001
2023-01-07 18:00:00,7.73,21.13,3.43,11.43,0.0
2023-01-07 19:00:00,0.0,20.15,2.25,11.79,0.0
2023-01-07 20:00:00,0.0,19.65,1.49,12.06,0.0
2023-01-07 21:00:00,0.0,19.19,1.01,12.23,0.0
2023-01-07 22:00:00,0.0,18.89,1.02,12.34,0.0
2023-01-07 23:00:00,0.0,18.5,0.84,12.36,0.0
2023-01-08 00:00:00,0.0,18.18,0.73,12.38,0.0
2023-01-08 01:00:00,0.0,17.97,0.79,12.41,0.0
2023-01-08 02:00:00,0.0,17.76,0.99,12.43,0.0
2023-01-08 03:00:00,0.0,17.58,1.25,12.47,0.0
2023-01-08 04:00:00,0.0,17.44,1.57,12.53,0.0
2023-01-08 05:00:00,121.16,17.87,2.31,12.63,7.509835
2023-01-08 06:00:00,546.75,19.07,3.54,12.61,16.37271
2023-01-08 07:00:00,741.54,20.68,4.14,12.41,18.7284225
2023-01-08 08:00:00,941.44,22.1,4.73,12.24,19.6537025
2023-01-08 09:00:00,969.44,23.2,5.13,12.12,19.905147499999998
2023-01-08 10:00:00,997.91,24.11,5.3,11.97,19.973765
2023-01-08 11:00:00,955.66,24.84,5.47,11.79,19.936015
2023-01-08 12:00:00,931.73,25.2,5.57,11.62,19.93757
2023-01-08 13:00:00,804.46,25.27,5.68,11.41,19.9095625
2023-01-08 14:00:00,942.34,24.9,5.83,11.2,19.57548
2023-01-08 15:00:00,941.27,24.05,5.9,11.08,18.0849775
2023-01-08 16:00:00,803.89,22.84,5.69,11.1,12.665355
2023-01-08 17:00:00,466.01,21.31,4.98,11.27,1.444195
2023-01-08 18:00:00,24.87,19.84,3.91,11.58,0.0
2023-01-08 19:00:00,0.0,19.28,2.88,11.84,0.0
2023-01-08 20:00:00,0.0,18.96,2.82,12.04,0.0
2023-01-08 21:00:00,0.0,18.6,3.21,12.32,0.0
2023-01-08 22:00:00,0.0,18.41,3.02,12.51,0.0
2023-01-08 23:00:00,0.0,18.32,2.7,12.58,0.0
2023-01-09 00:00:00,0.0,18.2,2.57,12.61,0.0
2023-01-09 01:00:00,0.0,18.08,2.6,12.65,0.0
2023-01-09 02:00:00,0.0,18.03,2.54,12.67,0.0
2023-01-09 03:00:00,0.0,17.95,2.55,12.72,0.0
2023-01-09 04:00:00,0.0,17.9,2.56,12.78,0.0
2023-01-09 05:00:00,104.56,18.08,2.71,12.79,7.313935
2023-01-09 06:00:00,759.48,19.25,3.1,12.49,17.1533275
2023-01-09 07:00:00,778.03,20.87,3.75,12.2,19.135965
2023-01-09 08:00:00,1031.02,22.27,4.17,12.11,19.742245
2023-01-09 09:00:00,1016.57,23.38,4.49,12.14,19.8856175
2023-01-09 10:00:00,1024.59,24.34,4.79,12.11,19.9767275
2023-01-09 11:00:00,1014.87,25.03,5.12,12.0,20.065917499999998
2023-01-09 12:00:00,983.44,25.26,5.57,11.88,20.0268425
2023-01-09 13:00:00,946.82,25.04,6.0,11.74,19.96233
2023-01-09 14:00:00,938.26,24.41,6.35,11.6,19.712895
2023-01-09 15:00:00,919.53,23.43,6.42,11.52,18.253372499999998
2023-01-09 16:00:00,774.5,22.22,6.07,11.58,12.4103075
2023-01-09 17:00:00,546.27,20.81,5.09,11.76,1.3592775000000001
2023-01-09 18:00:00,57.72,19.46,3.87,12.05,0.0
2023-01-09 19:00:00,0.0,18.98,2.98,12.26,0.0
2023-01-09 20:00:00,0.0,18.82,3.03,12.34,0.0
2023-01-09 21:00:00,0.0,18.51,3.41,12.49,0.0
2023-01-09 22:00:00,0.0,18.34,3.06,12.53,0.0
2023-01-09 23:00:00,0.0,18.25,2.65,12.53,0.0
2023-01-10 00:00:00,0.0,18.09,2.59,12.56,0.0
2023-01-10 01:00:00,0.0,17.95,2.74,12.62,0.0
2023-01-10 02:00:00,0.0,17.85,2.87,12.64,0.0
2023-01-10 03:00:00,0.0,17.73,2.77,12.63,0.0
2023-01-10 04:00:00,0.0,17.57,2.39,12.58,0.0
2023-01-10 05:00:00,289.38,17.77,2.43,12.43,8.025559999999999
2023-01-10 06:00:00,698.18,19.47,2.78,11.86,17.301515000000002
2023-01-10 07:00:00,869.29,21.54,3.59,11.33,19.4957925
2023-01-10 08:00:00,971.65,23.03,4.08,11.22,19.9433525
2023-01-10 09:00:00,1023.5,24.17,4.55,11.24,19.9820325
2023-01-10 10:00:00,1072.07,24.9,4.89,11.32,19.9639275
2023-01-10 11:00:00,1040.76,25.54,5.07,11.23,19.978302499999998
2023-01-10 12:00:00,1038.25,25.89,5.33,11.18,19.9810325
2023-01-10 13:00:00,998.53,25.86,5.53,11.13,19.9627775
2023-01-10 14:00:00,1018.53,25.44,5.73,11.16,19.83331
2023-01-10 15:00:00,982.37,24.59,5.88,11.27,18.412655
2023-01-10 16:00:00,898.59,23.31,5.98,11.45,13.22278
2023-01-10 17:00:00,645.86,21.48,5.74,11.8,1.5801375
2023-01-10 18:00:00,87.81,19.74,4.57,12.26,0.0
2023-01-10 19:00:00,0.0,19.2,2.9,12.48,0.0
2023-01-10 20:00:00,0.0,19.09,2.6,12.55,0.0
2023-01-10 21:00:00,0.0,18.82,3.01,12.66,0.0
2023-01-10 22:00:00,0.0,18.55,2.93,12.73,0.0
2023-01-10 23:00:00,0.0,18.36,2.56,12.79,0.0
2023-01-11 00:00:00,0.0,18.23,2.29,12.79,0.0
2023-01-11 01:00:00,0.0,18.12,2.24,12.79,0.0
2023-01-11 02:00:00,0.0,17.98,2.07,12.78,0.0
2023-01-11 03:00:00,0.0,17.84,1.87,12.76,0.0
2023-01-11 04:00:00,0.0,17.78,1.87,12.77,0.0
2023-01-11 05:00:00,245.17,18.03,2.34,12.79,6.6907625
2023-01-11 06:00:00,692.29,19.3,2.92,12.45,16.078695
2023-01-11 07:00:00,835.18,20.97,3.62,12.19,18.837094999999998
2023-01-11 08:00:00,962.76,22.29,3.98,12.14,19.755195
2023-01-11 09:00:00,975.32,23.45,4.26,12.05,19.8661025
2023-01-11 10:00:00,963.67,24.53,4.45,11.91,19.958945
2023-01-11 11:00:00,972.38,25.54,4.83,11.69,19.99362
2023-01-11 12:00:00,974.01,26.06,5.31,11.56,20.0096575
2023-01-11 13:00:00,887.85,26.07,5.63,11.52,19.9481825
2023-01-11 14:00:00,903.48,25.61,5.84,11.55,19.65041
2023-01-11 15:00:00,852.21,24.7,5.84,11.61,18.1372725
2023-01-11 16:00:00,658.29,23.3,5.85,11.83,12.8799025
2023-01-11 17:00:00,278.61,21.49,5.64,12.13,1.51826
2023-01-11 18:00:00,9.23,19.92,4.96,12.45,0.0
2023-01-11 19:00:00,0.0,19.49,4.03,12.53,0.0
2023-01-11 20:00:00,0.0,19.14,4.06,12.55,0.0
2023-01-11 21:00:00,0.0,18.79,4.26,12.63,0.0
2023-01-11 22:00:00,0.0,18.6,3.98,12.61,0.0
2023-01-11 23:00:00,0.0,18.42,3.88,12.61,0.0
2023-01-12 00:00:00,0.0,18.28,4.04,12.6,0.0
2023-01-12 01:00:00,0.0,18.16,4.22,12.58,0.0
2023-01-12 02:00:00,0.0,18.04,4.31,12.58,0.0
2023-01-12 03:00:00,0.0,17.99,4.22,12.6,0.0
2023-01-12 04:00:00,0.0,17.91,4.02,12.62,0.0
2023-01-12 05:00:00,39.2,18.04,4.22,12.61,6.7239450000000005
2023-01-12 06:00:00,453.27,18.82,4.78,12.32,16.5803175
2023-01-12 07:00:00,689.92,19.93,5.41,11.99,18.7948375
2023-01-12 08:00:00,807.46,21.45,5.8,11.68,19.5642925
2023-01-12 09:00:00,874.4,22.61,5.61,11.48,19.8948225
2023-01-12 10:00:00,897.91,23.61,5.37,11.34,19.9934275
2023-01-12 11:00:00,939.41,24.4,5.27,11.2,19.948954999999998
2023-01-12 12:00:00,958.73,25.03,5.25,11.03,19.9774925
2023-01-12 13:00:00,911.09,25.44,5.23,10.86,19.945140000000002
2023-01-12 14:00:00,890.01,25.65,5.21,10.68,19.6147425
2023-01-12 15:00:00,831.35,25.39,5.18,10.55,18.09487
2023-01-12 16:00:00,645.18,24.6,4.9,10.48,12.473765
2023-01-12 17:00:00,376.11,23.25,4.43,10.48,1.390965
2023-01-12 18:00:00,3.09,21.48,3.72,10.66,0.0
2023-01-12 19:00:00,0.0,20.38,2.92,10.94,0.0
2023-01-12 20:00:00,0.0,19.69,2.52,11.2,0.0
2023-01-12 21:00:00,0.0,19.08,2.28,11.45,0.0
2023-01-12 22:00:00,0.0,18.55,1.6,11.66,0.0
2023-01-12 23:00:00,0.0,18.18,0.95,11.76,0.0
2023-01-13 00:00:00,0.0,17.92,0.83,11.79,0.0
2023-01-13 01:00:00,0.0,17.57,0.97,11.84,0.0
2023-01-13 02:00:00,0.0,17.19,1.29,11.91,0.0
2023-01-13 03:00:00,0.0,16.99,1.71,12.01,0.0
2023-01-13 04:00:00,0.0,17.17,2.09,12.15,0.0
2023-01-13 05:00:00,162.17,17.7,3.16,12.29,7.2762125
2023-01-13 06:00:00,604.64,19.02,4.01,12.17,16.8675025
2023-01-13 07:00:00,770.13,20.83,4.37,11.9,19.206895
2023-01-13 08:00:00,959.5,22.47,4.61,11.67,19.8778575
2023-01-13 09:00:00,982.48,23.65,5.21,11.56,19.9989625
2023-01-13 10:00:00,972.58,24.52,5.86,11.51,20.058185
2023-01-13 11:00:00,975.07,25.05,6.4,11.49,20.0388375
2023-01-13 12:00:00,944.58,25.24,6.76,11.47,19.971285
2023-01-13 13:00:00,948.23,25.02,7.04,11.46,19.9273825
2023-01-13 14:00:00,929.95,24.45,7.04,11.47,19.7008625
2023-01-13 15:00:00,885.93,23.64,6.72,11.47,18.2138925
2023-01-13 16:00:00,726.55,22.65,5.97,11.49,12.9695
2023-01-13 17:00:00,397.98,21.54,5.04,11.53,1.554085
2023-01-13 18:00:00,4.12,20.33,4.19,11.69,0.0
2023-01-13 19:00:00,0.0,19.71,3.46,11.94,0.0
2023-01-13 20:00:00,0.0,19.28,3.08,12.17,0.0
2023-01-13 21:00:00,0.0,18.81,2.85,12.43,0.0
2023-01-13 22:00:00,0.0,18.35,2.51,12.66,0.0
2023-01-13 23:00:00,0.0,18.29,2.91,12.74,0.0
2023-01-14 00:00:00,0.0,18.18,3.18,12.75,0.0
2023-01-14 01:00:00,0.0,18.1,3.25,12.77,0.0
2023-01-14 02:00:00,0.0,18.03,3.19,12.81,0.0
2023-01-14 03:00:00,0.0,17.93,3.01,12.84,0.0
2023-01-14 04:00:00,0.0,17.83,2.88,12.84,0.0
2023-01-14 05:00:00,225.41,18.12,3.48,12.81,7.21727
2023-01-14 06:00:00,740.43,19.41,4.25,12.41,16.926882499999998
2023-01-14 07:00:00,816.15,21.05,5.09,12.04,19.03329
2023-01-14 08:00:00,1000.67,22.41,5.7,11.83,19.733047499999998
2023-01-14 09:00:00,1012.13,23.48,5.83,11.65,19.9357275
2023-01-14 10:00:00,1057.91,24.32,5.78,11.53,19.98988
2023-01-14 11:00:00,1013.27,25.05,5.74,11.37,19.98771
2023-01-14 12:00:00,997.9,25.38,5.99,11.3,19.951925
2023-01-14 13:00:00,952.79,25.35,6.25,11.23,19.9338775
2023-01-14 14:00:00,997.55,24.92,6.63,11.22,19.6538175
2023-01-14 15:00:00,985.33,23.97,6.8,11.32,18.124402500000002
2023-01-14 16:00:00,756.34,22.7,6.62,11.49,12.5154075
2023-01-14 17:00:00,338.66,21.22,6.03,11.7,1.3257475
2023-01-14 18:00:00,7.24,20.01,5.08,11.96,0.0
2023-01-14 19:00:00,0.0,19.58,4.23,12.15,0.0
2023-01-14 20:00:00,0.0,19.34,4.13,12.27,0.0
2023-01-14 21:00:00,0.0,19.02,4.28,12.4,0.0
2023-01-14 22:00:00,0.0,18.73,4.18,12.52,0.0
2023-01-14 23:00:00,0.0,18.54,4.21,12.56,0.0
2023-01-15 00:00:00,0.0,18.42,4.43,12.57,0.0
2023-01-15 01:00:00,0.0,18.29,4.48,12.62,0.0
2023-01-15 02:00:00,0.0,18.17,3.99,12.71,0.0
2023-01-15 03:00:00,0.0,18.1,3.17,12.77,0.0
2023-01-15 04:00:00,0.0,18.01,2.59,12.8,0.0
2023-01-15 05:00:00,249.09,18.2,3.35,12.77,6.6932375
2023-01-15 06:00:00,858.58,19.21,4.25,12.35,16.3176575
2023-01-15 07:00:00,820.93,20.46,5.07,12.11,18.7368225
2023-01-15 08:00:00,978.33,21.9,5.67,11.94,19.5536325
2023-01-15 09:00:00,991.37,23.05,5.75,11.77,19.836075
2023-01-15 10:00:00,980.92,23.98,5.36,11.68,19.941132500000002
2023-01-15 11:00:00,945.23,24.88,4.83,11.61,19.9761325
2023-01-15 12:00:00,1015.67,25.58,4.69,11.55,19.9806625
2023-01-15 13:00:00,952.4,26.13,4.9,11.42,19.90873
2023-01-15 14:00:00,852.94,26.04,5.23,11.35,19.5002125
2023-01-15 15:00:00,852.26,25.35,5.39,11.31,17.8070875
2023-01-15 16:00:00,722.82,23.99,5.3,11.38,11.9501125
2023-01-15 17:00:00,449.72,22.39,4.84,11.56,1.286775
2023-01-15 18:00:00,16.75,20.79,4.03,11.81,0.0
2023-01-15 19:00:00,0.0,19.94,3.14,12.06,0.0
2023-01-15 20:00:00,0.0,19.63,2.69,12.2,0.0
2023-01-15 21:00:00,0.0,19.4,2.58,12.26,0.0
2023-01-15 22:00:00,0.0,19.18,2.38,12.26,0.0
2023-01-15 23:00:00,0.0,18.96,2.3,12.28,0.0
2023-01-16 00:00:00,0.0,18.72,2.34,12.29,0.0
2023-01-16 01:00:00,0.0,18.48,2.46,12.33,0.0
2023-01-16 02:00:00,0.0,18.29,2.57,12.35,0.0
2023-01-16 03:00:00,0.0,18.14,2.59,12.33,0.0
2023-01-16 04:00:00,0.0,18.05,2.4,12.36,0.0
2023-01-16 05:00:00,83.71,18.18,2.43,12.37,6.05147
2023-01-16 06:00:00,568.5,19.16,3.21,12.12,15.5092675
2023-01-16 07:00:00,679.72,20.68,4.15,11.89,18.4543225
2023-01-16 08:00:00,878.5,22.45,4.7,11.69,19.48883
2023-01-16 09:00:00,935.85,23.81,5.02,11.64,19.83543
2023-01-16 10:00:00,882.98,24.8,5.01,11.63,19.790525
2023-01-16 11:00:00,760.36,25.56,4.65,11.61,19.402437499999998
2023-01-16 12:00:00,789.15,26.24,4.35,11.59,19.496595
2023-01-16 13:00:00,732.35,26.8,4.34,11.55,19.805970000000002
2023-01-16 14:00:00,661.5,27.17,4.46,11.45,19.0842625
2023-01-16 15:00:00,668.65,26.82,4.77,11.41,17.393752499999998
2023-01-16 16:00:00,580.84,25.7,4.99,11.48,11.51507
2023-01-16 17:00:00,333.67,23.89,4.89,11.69,1.188665
2023-01-16 18:00:00,24.6,21.84,4.18,12.06,0.0
2023-01-16 19:00:00,0.0,20.76,3.18,12.35,0.0
2023-01-16 20:00:00,0.0,20.16,2.77,12.54,0.0
2023-01-16 21:00:00,0.0,19.79,2.66,12.65,0.0
2023-01-16 22:00:00,0.0,19.5,2.48,12.67,0.0
2023-01-16 23:00:00,0.0,19.28,2.18,12.64,0.0
2023-01-17 00:00:00,0.0,19.1,1.76,12.61,0.0
2023-01-17 01:00:00,0.0,19.01,1.53,12.57,0.0
2023-01-17 02:00:00,0.0,18.9,1.62,12.57,0.0
2023-01-17 03:00:00,0.0,18.76,1.79,12.62,0.0
2023-01-17 04:00:00,0.0,18.59,1.97,12.7,0.0
2023-01-17 05:00:00,102.94,18.71,2.52,12.76,4.8981325
2023-01-17 06:00:00,560.73,19.84,3.66,12.66,14.3756075
2023-01-17 07:00:00,696.24,21.41,4.69,12.48,17.565125000000002
2023-01-17 08:00:00,867.44,22.66,5.46,12.38,18.514215
2023-01-17 09:00:00,836.15,23.48,5.81,12.31,19.618135
2023-01-17 10:00:00,800.47,24.25,5.8,12.19,19.3974625
2023-01-17 11:00:00,689.76,24.87,5.88,12.14,19.5830925
2023-01-17 12:00:00,549.13,25.25,6.03,12.12,19.82697
2023-01-17 13:00:00,300.86,25.25,5.83,12.13,19.610419999999998
2023-01-17 14:00:00,327.67,25.07,5.54,12.13,19.2188125
2023-01-17 15:00:00,333.5,24.67,5.33,12.1,16.915115
2023-01-17 16:00:00,248.0,23.93,4.93,12.1,10.91052
2023-01-17 17:00:00,127.12,22.95,4.22,12.16,0.94669
2023-01-17 18:00:00,2.65,21.93,3.44,12.29,0.0
2023-01-17 19:00:00,0.0,21.41,2.9,12.42,0.0
2023-01-17 20:00:00,0.0,21.01,3.09,12.59,0.0
2023-01-17 21:00:00,0.0,20.53,3.21,12.76,0.0
2023-01-17 22:00:00,0.0,20.16,3.09,12.86,0.0
2023-01-17 23:00:00,0.0,19.86,3.23,12.91,0.0
2023-01-18 00:00:00,0.0,19.52,3.45,12.95,0.0
